,Ürün Kodu,Marka,Seri,Model,Araç Yılı,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş Tipi,Ortalama Yakıt Tüketimi,Depo Hacmi,Boya/Değişen Bilgisi,Takas Bilgisi,Satıcı,Fiyat
15,23799509,Opel,Insignia,1.6 T Edition,2011,60.000 km,Düz,Benzin,Hatchback/5,Beyaz,1598 cc,180 hp,Önden Çekiş,"7,7 lt",70 lt,Belirtilmemiş,Sahibinden,Açıklama,790.000
16,23798936,Opel,Insignia,1.6 CDTI Exclusive Grand Sport,2018,140.000 km,Otomatik,Dizel,Hatchback/5,Bordo,1598 cc,136 hp,Önden Çekiş,"5,1 lt",62 lt,Belirtilmemiş,Sahibinden,Açıklama,1.370.000
17,23800411,Opel,Astra,1.6 Essentia,2013,154.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"6,7 lt",52 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",665.000
18,23799175,Opel,Astra,1.6 Essentia,2013,140.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,126 - 150 HP,Önden Çekiş,Belirtilmemiş,Takasa Uygun,Sahibinden,Açıklama,Kredi,"

Açıklama
Araba tertemiz sadece iki parça boya var kaporta ve sol çamurluk kaza degil tremer yok tertemiz sıkıntısız yakıtına koy git arkana bile bakma


Boya, Değişen ve Tramer



Created by Arabam IT























































Ön Tampon














Sağ Arka Çamurluk


Motor Kaputu


Arka Kaput


Tavan





Arka Tampon











Orijinal



Boyalı



Lokal Boyalı



Değişmiş



Belirtilmemiş








                                Orjinal
                            

-





                                Lokal boyalı
                            

Motor Kaputu
Sol Ön Çamurluk





                                Boyalı
                            

-





                                Değişmiş
                            

-





                                Belirtilmemiş
                            

Sağ Arka Çamurluk
Arka Kaput
Sol Arka Çamurluk
Sağ Arka Kapı
Sağ Ön Kapı
Tavan
Sol Arka Kapı
Sol Ön Kapı
Sağ Ön Çamurluk
Ön Tampon
Arka Tampon





                                    Tramer tutarı Belirtilmemiş
                                





Araç bilgileri


Genel Bakış


Yıl
2013


Kilometre
140.000 km


Vites Tipi
Düz


Yakıt Tipi
LPG & Benzin


Kasa Tipi
Hatchback/5


Renk
Gri


Motor Gücü
126 - 150 HP


Çekiş
Önden Çekiş


Araç Türü
Bireysel


Plaka Uyruğu
(TR) Türkiye


Garanti Durumu
Garantisi Yok


Takasa Uygun
Takasa Uygun


Aracın ilk sahibiyim
İlk Sahibi Değilim


Kimden
Sahibinden






Kredi







                Akbank taşıt kredisi ile hayalindeki araca kavuş
            


            Hemen Başvur
        




Ekspertiz

Paketleri incele




Yakıt önerisi






Sahibinden Opel Astra 1.6 Essentia 2013 Model Eskişehir 140.000 km Gri

",585.000
19,23799998,Opel,Astra,1.6 Edition Plus,2016,145.000 km,Düz,Benzin,Sedan,Beyaz,1598 cc,115 hp,Önden Çekiş,"6,5 lt",56 lt,"
2 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",655.000
20,23791349,Opel,Astra,1.6 Business,2014,130.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,115 hp,Önden Çekiş,"6,5 lt",56 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,665.000
21,,,,,,,,,,,,,,,,,,,
22,23800054,Opel,Insignia,1.6 CDTI Sport,2016,165.000 km,Otomatik,Dizel,Sedan,Siyah,1598 cc,136 hp,Önden Çekiş,5 lt,70 lt,Belirtilmemiş,Sahibinden,Açıklama,1.075.000
23,23800674,Opel,Astra,1.6 Edition,2018,70.000 km,Düz,Benzin,Sedan,Beyaz,1598 cc,115 hp,Önden Çekiş,"6,5 lt",56 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",755.000
24,23799876,Opel,Astra,1.6 Enjoy 111.Yıl,2012,234.800 km,Yarı Otomatik,LPG & Benzin,Sedan,Beyaz,1598 cc,115 hp,Önden Çekiş,"6,6 lt",52 lt,"
1 değişen, 5 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",525.000
25,23799852,Opel,Astra,1.3 CDTI Cosmo,2013,192.000 km,Düz,Dizel,Sedan,Mavi,1248 cc,95 hp,Önden Çekiş,"4,2 lt",56 lt,"
1 değişen, 3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",550.000
26,23799099,Opel,Astra,1.6 Edition,2013,176.000 km,Düz,Benzin,Sedan,Beyaz,1598 cc,115 hp,Önden Çekiş,"6,5 lt",56 lt,"
2 değişen, 2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",615.000
27,23799040,Opel,Astra,1.3 CDTI Enjoy Plus,2012,164.000 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1248 cc,95 hp,Önden Çekiş,"4,1 lt",56 lt,"
3 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",560.000
28,23798605,Opel,Insignia,2.0 CDTI Cosmo FlexRide,2011,263.000 km,Otomatik,Dizel,Sedan,Siyah,1956 cc,160 hp,Belirtilmemiş,Sahibinden,Açıklama,Donanım,Yakıt,Açıklama,590.000
29,23799334,Opel,Astra,1.6 Edition,2012,201.500 km,Düz,LPG & Benzin,Hatchback/5,Kahverengi,1598 cc,115 hp,Önden Çekiş,"6,3 lt",56 lt,"
2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",510.000
30,23799982,Opel,Corsa,1.3 CDTI Enjoy,2013,175.700 km,Düz,Dizel,Hatchback/5,Siyah,1248 cc,95 hp,Önden Çekiş,"3,6 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,560.000
31,23799421,Opel,Astra,1.6 Enjoy Plus,2012,150.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598 cc,115 hp,Önden Çekiş,"6,8 lt",52 lt,Belirtilmemiş,Sahibinden,Açıklama,635.000
32,23799154,Opel,Astra,1.3 CDTI Enjoy 111.Yıl,2012,151.500 km,Düz,Dizel,Sedan,Füme,1248 cc,90 hp,Önden Çekiş,"5,1 lt",52 lt,Belirtilmemiş,Sahibinden,Açıklama,625.500
33,23431991,Opel,Astra,1.3 CDTI Business,2013,254.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",56 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",625.000
34,23798982,Opel,Corsa,1.2 Elegance,2022,47.181 km,Düz,Benzin,Hatchback/5,Beyaz,1199 cc,75 hp,Önden Çekiş,"4,1 lt",40 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",769.900
35,23798433,Opel,Astra,1.6 Essentia,2013,44.500 km,Yarı Otomatik,Benzin,Hatchback/5,Gri,1598 cc,115 hp,Önden Çekiş,"6,3 lt",52 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",695.000
36,23798621,Opel,Corsa,1.2 Twinport Essentia,2011,132.000 km,Düz,Benzin,Hatchback/5,Siyah,1229 cc,80 hp,Önden Çekiş,"6,1 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,490.000
37,23798591,Opel,Astra,1.6 CDTI Design,2017,115.000 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,136 hp,Önden Çekiş,"5,1 lt",56 lt,Belirtilmemiş,Takasa Uygun,Galeriden,910.000
38,23448182,Opel,Astra,1.6 CDTI Sport,2017,199.500 km,Otomatik,Dizel,Sedan,Gri,1598 cc,136 hp,Önden Çekiş,"5,1 lt",56 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",755.000
39,23798404,Opel,Astra,1.6 CDTI Sport,2015,82.500 km,Düz,Dizel,Sedan,Gri (metalik),1598 cc,136 hp,Önden Çekiş,"4,2 lt",56 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",870.000
40,23798467,Opel,Corsa,1.4 Enjoy,2017,45.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1398 cc,90 hp,Önden Çekiş,6 lt,45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",699.900
41,23798436,Opel,Corsa,1.2 Enjoy,2012,175.000 km,Düz,Benzin,Hatchback/5,Kahverengi,1229 cc,80 hp,Önden Çekiş,"5,8 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,400.000
42,23798408,Opel,Astra,1.6 Edition,2014,68.500 km,Düz,Benzin,Hatchback/5,Siyah,1598 cc,115 hp,Önden Çekiş,"6,6 lt",56 lt,"
2 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",625.000
43,23797846,Opel,Astra,1.6 CDTI Enjoy,2016,151.000 km,Otomatik,Dizel,Hatchback/5,Kırmızı,1598 cc,136 hp,Önden Çekiş,"4,6 lt",52 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",755.000
44,23798011,Opel,Astra,1.6 Edition,2012,106.000 km,Düz,Benzin,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"6,3 lt",56 lt,"
9 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",590.000
45,23797471,Opel,Astra,1.6 Edition,2015,112.000 km,Düz,Benzin,Hatchback/5,Gri,1598 cc,115 hp,Önden Çekiş,"6,6 lt",56 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",685.000
46,23797815,Opel,Corsa,1.2,2010,147.000 km,Düz,LPG & Benzin,-,Gri (Gümüş),1229 cc,80 hp,Önden Çekiş,"5,9 lt",Belirtilmemiş,Sahibinden,Açıklama,Donanım,470.000
47,23797933,Opel,Astra,1.3 CDTI ecoFLEX Sport,2011,158.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,2 lt",56 lt,"
1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",606.000
48,23796857,Opel,Corsa,1.2 Twinport Essentia,2018,215.000 km,Yarı Otomatik,LPG & Benzin,Hatchback/5,Siyah,1229 cc,85 hp,Önden Çekiş,"5,1 lt",45 lt,"
3 değişen, 10 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",380.000
49,23056957,Opel,Insignia,1.6 CDTI Grand Sport Design,2017,228.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,136 hp,Önden Çekiş,"5,1 lt",62 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,920.000
50,23798070,Opel,Astra,1.3 CDTI Enjoy 111.Yıl,2012,199.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1248 cc,90 hp,Önden Çekiş,"5,1 lt",52 lt,Belirtilmemiş,Takasa Uygun,Galeriden,540.000
51,23797707,Opel,Astra,1.6 Edition,2015,80.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1598 cc,115 hp,Önden Çekiş,"6,6 lt",56 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",735.000
52,23797879,Opel,Astra,1.6 CDTI Design,2018,99.410 km,Otomatik,Dizel,Sedan,Gri,1598 cc,136 hp,Önden Çekiş,"5,1 lt",56 lt,"
1 değişen, 7 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",722.000
53,23443175,Opel,Astra,1.6 Edition Plus,2018,57.000 km,Düz,Benzin,Sedan,1598 cc,115 hp,Önden Çekiş,"6,5 lt",56 lt,Belirtilmemiş,Sahibinden,Açıklama,Donanım,865.000
54,23409417,Opel,Corsa,1.3 CDTI Essentia,2012,198.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,75 hp,Önden Çekiş,4 lt,45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,517.500
55,23796667,Opel,Astra,1.4 Essentia,2011,175.000 km,Yarı Otomatik,LPG & Benzin,Hatchback/5,Mavi (metalik),1364 cc,90 hp,Önden Çekiş,"5,9 lt",52 lt,"
2 değişen, 4 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",450.000
56,23797148,Opel,Corsa,1.3 CDTI Enjoy,2012,158.000 km,Düz,Dizel,Hatchback/5,Turkuaz,1248 cc,75 hp,Önden Çekiş,4 lt,45 lt,"
1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",580.000
57,23444469,Opel,Astra,1.6 CDTI Design,2017,140.000 km,Otomatik,Dizel,Sedan,Gri,1598 cc,136 hp,Önden Çekiş,"5,1 lt",56 lt,"
4 değişen, 5 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",625.000
58,23796852,Opel,Corsa,1.3 CDTI Essentia,2013,158.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,75 hp,Önden Çekiş,"4,2 lt",45 lt,"
2 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",475.000
59,23797133,Opel,Astra,1.6 Edition Plus,2017,85.000 km,Düz,Benzin,Sedan,Füme,1598 cc,115 hp,Önden Çekiş,"6,5 lt",56 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,765.000
60,23797161,Opel,Astra,1.6 Edition,2014,172.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1598 cc,115 hp,Önden Çekiş,"6,6 lt",56 lt,"
4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",614.000
61,23797100,Opel,Corsa,1.2 Edition,2022,18.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1199 cc,75 hp,Önden Çekiş,"4,1 lt",40 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",880.000
62,23796636,Opel,Corsa,1.3 CDTI Essentia,2012,165.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,75 hp,Önden Çekiş,"4,2 lt",45 lt,"
2 değişen, 4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",499.999
63,23796090,Opel,Corsa,1.5 CDTI Innovation,2020,72.000 km,Düz,Dizel,Hatchback/5,Mavi,1499 cc,102 hp,Önden Çekiş,"3,2 lt",41 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",775.000
64,23796748,Opel,Astra,1.6 CDTI Design,2017,120.000 km,Otomatik,Dizel,Hatchback/5,Siyah,1598 cc,136 hp,Önden Çekiş,"4,6 lt",52 lt,"
5 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",805.000
65,23796471,Opel,Corsa,1.4 Twinport Active,2014,80.000 km,Düz,Benzin,Hatchback/5,Gri (metalik),1364 cc,100 hp,Önden Çekiş,"5,5 lt",45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",550.000
66,23796286,Opel,Astra,1.6 Edition Plus,2017,38.000 km,Düz,Benzin,Sedan,Siyah,1598 cc,115 hp,Önden Çekiş,"6,5 lt",56 lt,"
1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",770.000
67,23796493,Opel,Corsa,1.4 Twinport Enjoy,2012,62.300 km,Otomatik,Benzin,Hatchback/5,Gri,1364 cc,100 hp,Önden Çekiş,"5,9 lt",45 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",672.000
68,23796496,Opel,Corsa,1.4 Essentia,2015,89.000 km,Otomatik,LPG & Benzin,Hatchback/5,Bej,1398 cc,90 hp,Önden Çekiş,6 lt,45 lt,"
2 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",600.000
69,23056046,Opel,Astra,1.6 CDTI Sport,2014,160.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,136 hp,Önden Çekiş,"4,2 lt",56 lt,"
3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",675.000
70,23796529,Opel,Astra,1.6 Enjoy,2010,206.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1598 cc,115 hp,Önden Çekiş,"6,3 lt",56 lt,Belirtilmemiş,Sahibinden,Açıklama,540.000
71,22072100,Opel,Astra,1.6 CDTI Dynamic,2016,118.365 km,Otomatik,Dizel,Kırmızı,Hatchback/5,1598 cc,136 hp,Önden Çekiş,"4,6 lt",52 lt,"
4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",860.000
72,23795039,Opel,Corsa,1.2 Essential,2020,58.000 km,Düz,Benzin,Hatchback/5,Beyaz,1199 cc,75 hp,Önden Çekiş,"4,1 lt",40 lt,Belirtilmemiş,Sahibinden,Açıklama,698.000
73,23796557,Opel,Astra,1.3 CDTI Business,2014,225.000 km,Düz,Dizel,Sedan,Gri (titanyum),1248 cc,95 hp,Önden Çekiş,"4,1 lt",56 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",602.500
74,23444682,Opel,Astra,1.6 CDTI Dynamic,2016,170.000 km,Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1598 cc,136 hp,Önden Çekiş,"4,6 lt",52 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",940.000
75,22930170,Opel,Insignia,1.6 T Cosmo,2013,135.000 km,Otomatik,LPG & Benzin,Sedan,Gri,1598 cc,170 hp,Önden Çekiş,"6,6 lt",70 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",860.000
76,23444825,Opel,Insignia,2.0 CDTI Cosmo,2011,231.000 km,Otomatik,Dizel,Sedan,Siyah,1956 cc,130 hp,Önden Çekiş,"6,7 lt",70 lt,"
1 değişen, 2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",675.500
77,23796030,Opel,Corsa,1.2 Twinport Active,2014,93.000 km,Düz,Benzin,Hatchback/5,Gri (metalik),1229 cc,85 hp,Önden Çekiş,"5,3 lt",45 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",575.000
78,23795876,Opel,Astra,1.6 Edition,2015,118.000 km,Düz,LPG & Benzin,Hatchback/5,Füme,1598 cc,115 hp,Önden Çekiş,"6,6 lt",56 lt,"
2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",620.000
79,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,
81,23795862,Opel,Astra,1.3 CDTI ecoFLEX Enjoy,2011,255.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1248 cc,95 hp,Önden Çekiş,"4,2 lt",56 lt,"
2 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",500.000
82,23795645,Opel,Astra,1.6 Essentia Konfor,2013,118.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1598 cc,115 hp,Önden Çekiş,"6,5 lt",52 lt,"
1 değişen, 1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",560.000
83,23448913,Opel,Corsa,1.2 Twinport Essentia,2014,54.500 km,Düz,Benzin,Hatchback/5,Kahverengi,1229 cc,85 hp,Önden Çekiş,"5,3 lt",45 lt,"
2 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",539.500
84,23791613,Opel,Corsa,1.3 CDTI Enjoy,2012,205.000 km,Düz,Dizel,Hatchback/5,Lacivert,1248 cc,75 hp,Önden Çekiş,4 lt,45 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",515.000
85,23795673,Opel,Astra,1.6 CDTI Design,2017,245.000 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,136 hp,Önden Çekiş,"5,1 lt",56 lt,"
2 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",675.000
86,23795649,Opel,Corsa,1.4 Twinport Enjoy,2012,176.000 km,Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1364 cc,100 hp,Önden Çekiş,"5,9 lt",45 lt,"
1 değişen, 5 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",525.000
87,23271391,Opel,Astra,1.6 CDTI Design,2016,208.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1598 cc,110 hp,Önden Çekiş,"3,7 lt",52 lt,"
2 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",650.000
88,23781846,Opel,Astra,1.3 CDTI Enjoy Active,2013,179.000 km,Düz,Dizel,Hatchback/5,Kahverengi,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,Yakıt,Açıklama,"Boya, Değişen ve Tramer",665.000
89,23795386,Opel,Corsa,1.3 CDTI Enjoy,2010,154.000 km,Düz,Dizel,Hatchback/5,Siyah,1248 cc,75 hp,Önden Çekiş,"4,6 lt",45 lt,"
11 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",410.000
