Yaş,Kilometre,Motor Hacmi,Motor Gücü,Ortalama Yakıt Tüketimi,Depo Hacmi,Fiyat,log_Fiyat
2,47000.0,1332,140,5.3,50.0,890000,13.698976741708323
7,206000.0,1461,90,3.9,50.0,496500,13.115338762467365
5,95000.0,1461,110,3.8,49.0,872000,13.678544702891116
7,95000.0,1461,75,3.6,45.0,587900,13.284312144390347
12,298000.0,1461,85,4.5,60.0,485000,13.091904169919621
10,210000.0,1461,110,4.7,66.0,745000,13.521139497361697
4,125000.0,1461,110,3.8,49.0,805900,13.599714944312602
5,74000.0,1461,110,3.9,49.0,865000,13.670484785914017
10,208000.0,1461,90,4.5,60.0,569000,13.251635713108469
7,173000.0,1461,90,3.9,50.0,570000,13.253391639810733
3,51975.0,1332,130,5.2,42.0,899750,13.709872225941277
5,182000.0,1461,110,3.8,49.0,653000,13.389332408258568
9,202000.0,1461,110,4.4,60.0,615000,13.329377546788654
6,242000.0,1461,75,3.6,45.0,519000,13.159659162148026
8,186000.0,1461,75,3.9,50.0,515750,13.153377430933498
3,50000.0,1332,130,5.2,42.0,901000,13.711260536590475
6,190000.0,1461,110,3.8,49.0,1125000,13.933293593620657
7,144000.0,1461,110,4.4,60.0,769000,13.55284624848778
11,217000.0,1149,75,5.9,50.0,540000,13.199324418540456
12,275000.0,1461,85,4.5,60.0,482800,13.087357768205514
1,6600.0,1332,140,5.3,50.0,1130000,13.937728190688523
11,215000.0,1461,90,4.5,60.0,505000,13.132313708257497
8,221000.0,1149,75,5.5,45.0,540000,13.199324418540456
5,215000.0,1461,90,3.9,50.0,536900,13.19356713641066
9,230000.0,1461,75,4.0,45.0,525000,13.17115354157376
8,170000.0,1461,90,4.5,60.0,680000,13.42984807715229
10,318000.0,1461,90,3.9,50.0,388000,12.86876061860541
12,236000.0,1461,85,4.5,60.0,585000,13.279367126213993
11,106500.0,1461,65,4.5,50.0,540000,13.199324418540456
11,166900.0,1461,65,4.5,50.0,470000,13.060487973686241
12,186000.0,1461,65,4.5,50.0,435000,12.983101310070822
3,149254.0,1461,95,3.9,50.0,595000,13.296316684527767
12,310000.0,1461,85,4.5,50.0,415000,12.936033799212835
9,160000.0,1461,110,4.6,60.0,505000,13.132313708257497
6,208000.0,1598,130,4.2,51.0,1300000,14.077874822431765
8,121000.0,1461,110,4.4,60.0,640000,13.369223455335854
8,105000.0,1149,75,5.5,45.0,560000,13.235692062711331
5,52000.0,1461,90,3.9,50.0,753000,13.531820506782031
3,72010.0,1461,115,4.2,49.0,925000,13.737549016494562
7,158000.0,1461,75,3.6,45.0,620000,13.337474757021274
3,18400.0,1332,140,5.7,50.0,910000,13.721199878493033
11,123250.0,1461,90,4.4,60.0,580000,13.270783382522602
6,202000.0,1461,110,3.8,49.0,775000,13.560618308335483
3,83000.0,1333,160,5.6,51.0,1080000,13.892471599100402
5,129000.0,1461,110,3.8,49.0,810000,13.604789526648622
10,132000.0,1461,75,4.0,45.0,530000,13.180632285528304
6,247000.0,1461,75,4.0,45.0,625000,13.345506928718539
8,222000.0,1461,110,4.4,60.0,579900,13.270610953864532
4,110000.0,1461,110,3.7,47.0,925000,13.737549016494562
10,159000.0,1149,75,6.0,50.0,498500,13.11935886838403
8,170000.0,1461,90,3.6,45.0,610000,13.321214236149494
12,215000.0,1461,65,4.5,50.0,365000,12.80765263256463
9,95000.0,1197,120,5.2,45.0,650000,13.38472764187182
3,68000.0,1332,130,5.2,42.0,779750,13.56672863447005
11,140000.0,1461,110,4.4,60.0,687000,13.440089571204487
13,230000.0,1461,65,4.5,50.0,400000,12.89921982609012
11,192000.0,1461,110,4.4,60.0,600000,13.304684934198283
7,175000.0,1461,75,3.6,45.0,565000,13.244581010128577
2,17500.0,1332,140,5.7,50.0,985000,13.800396920154226
10,183000.0,1149,75,5.5,45.0,540000,13.199324418540456
8,97700.0,1461,75,3.6,45.0,525000,13.17115354157376
7,146000.0,1461,110,4.4,60.0,750000,13.527828485512494
5,91000.0,1461,75,3.6,45.0,640000,13.369223455335854
7,156000.0,1461,90,3.7,45.0,670000,13.415032991367148
4,56000.0,1598,115,6.3,49.0,835000,13.635187003832993
12,199500.0,1461,105,4.5,60.0,595000,13.296316684527767
13,231000.0,1461,65,4.5,50.0,360000,12.793859310432293
13,299500.0,1461,105,4.5,60.0,440000,12.994530005894443
3,30000.0,999,100,5.0,42.0,774900,13.560489267752041
8,177000.0,1461,110,4.4,60.0,645000,13.37700559577791
7,135000.0,1461,90,3.9,50.0,610000,13.321214236149494
1,11734.0,1332,140,5.3,50.0,989000,13.804449610604848
5,157000.0,1461,90,3.7,45.0,638750,13.367268420500052
1,13755.0,999,90,5.0,42.0,810900,13.60590002093265
8,118000.0,1461,90,3.7,45.0,770000,13.554145793829866
3,31000.0,1332,140,5.5,50.0,822000,13.619495674038317
7,52000.0,1461,110,3.8,49.0,960000,13.77468856344402
6,110000.0,1461,90,3.6,45.0,720000,13.487006490992238
5,33000.0,1461,90,3.6,45.0,765000,13.547631112808673
10,196500.0,1461,90,3.9,50.0,515000,13.151922179645874
5,198000.0,1598,115,6.3,49.0,725000,13.493926933836812
10,291000.0,1461,75,3.6,45.0,465000,13.049792684569493
13,281585.0,1461,65,4.5,50.0,335000,12.721885810807203
6,141000.0,1461,75,3.6,45.0,570000,13.253391639810733
9,120000.0,1461,110,4.4,60.0,679000,13.428376406540833
3,29000.0,1461,115,4.2,49.0,1110000,13.919870573288517
12,107500.0,1149,65,5.9,55.0,510000,13.142166004700508
11,302000.0,1461,90,4.4,60.0,430000,12.971540487669746
12,110000.0,1149,75,5.9,55.0,485000,13.091904169919621
8,81500.0,1149,75,6.0,50.0,560000,13.235692062711331
8,303000.0,1461,75,3.6,45.0,476500,13.074223002076394
7,232000.0,1461,90,3.9,50.0,480000,13.081541382884074
0,6001.0,999,65,4.9,42.0,750000,13.527828485512494
8,105000.0,1197,120,5.2,45.0,695000,13.45166712454693
8,124000.0,1149,75,5.5,45.0,550000,13.217673557208654
10,200000.0,1461,90,4.4,60.0,605000,13.312983737012978
8,120000.0,1461,90,3.6,45.0,660000,13.399995114002609
9,268000.0,1461,110,4.4,60.0,490000,13.102160670086809
9,196000.0,1461,90,4.5,60.0,645000,13.37700559577791
10,181000.0,1461,110,4.4,60.0,640000,13.369223455335854
7,226000.0,1598,160,4.4,52.0,1070000,13.883169206438088
6,103400.0,1461,90,3.9,50.0,590000,13.287877815881902
6,36500.0,1461,110,3.9,49.0,920000,13.732128949025222
6,120000.0,1461,110,3.8,49.0,680000,13.42984807715229
9,169000.0,1461,90,3.9,50.0,560000,13.235692062711331
9,250000.0,1461,75,3.9,50.0,485000,13.091904169919621
5,107000.0,1461,110,3.8,49.0,835000,13.635187003832993
12,128000.0,1461,65,4.5,50.0,465000,13.049792684569493
6,81000.0,1598,115,6.3,47.0,710000,13.473020249017498
5,86000.0,1461,90,3.7,45.0,820000,13.617059619240436
10,107000.0,1461,90,3.9,50.0,535000,13.190022025878143
7,183000.0,1461,90,3.7,45.0,638000,13.366093562326927
13,330000.0,1461,105,4.5,60.0,490000,13.102160670086809
8,229000.0,1461,110,4.4,60.0,625000,13.345506928718539
6,63850.0,1461,90,3.7,45.0,855000,13.658856747918897
9,250000.0,1461,110,4.4,60.0,678000,13.426902566922532
6,300000.0,1461,90,3.7,45.0,680000,13.42984807715229
6,100000.0,1461,90,3.7,45.0,674500,13.421726954629948
12,224000.0,1461,85,4.5,50.0,435000,12.983101310070822
3,70000.0,1332,130,5.2,42.0,775000,13.560618308335483
8,127000.0,1461,90,4.5,60.0,670000,13.415032991367148
6,170000.0,1461,90,3.9,50.0,569000,13.251635713108469
11,142000.0,1598,105,7.5,60.0,665000,13.407542319637992
9,316000.0,1461,90,4.5,60.0,555000,13.226723392728571
8,270000.0,1461,110,4.4,60.0,525000,13.17115354157376
7,230000.0,1461,110,4.4,60.0,670000,13.415032991367148
11,318000.0,1461,110,4.4,60.0,505000,13.132313708257497
9,298000.0,1149,75,6.0,50.0,379500,12.84660987581782
3,76000.0,1332,140,5.5,50.0,855000,13.658856747918897
8,159000.0,1461,110,4.4,60.0,659000,13.398478813484644
8,185000.0,1461,90,3.6,45.0,617500,13.33343434748427
9,270000.0,1461,110,4.4,60.0,531500,13.18345847676414
8,132000.0,1461,90,3.9,50.0,565000,13.244581010128577
7,140000.0,1598,130,3.9,52.0,880000,13.687677186454389
8,149000.0,1461,110,4.4,60.0,850000,13.652991628466498
8,146000.0,1461,110,4.4,60.0,845000,13.64709190633931
8,160000.0,1461,110,4.4,60.0,850000,13.652991628466498
8,229000.0,1149,75,6.0,50.0,470000,13.060487973686241
5,113000.0,1461,75,3.6,45.0,645000,13.37700559577791
11,112000.0,1461,110,4.4,60.0,785000,13.573438996764546
3,21700.0,999,100,5.0,42.0,839000,13.639965985449344
1,31500.0,999,90,5.0,42.0,815000,13.610943392223
6,140000.0,1598,115,6.3,47.0,620000,13.337474757021274
6,162000.0,1461,110,3.8,49.0,930000,13.742939865129438
11,6002.0,1461,85,4.3,50.0,355000,12.779873068457553
7,238000.0,1461,75,3.6,45.0,560000,13.235692062711331
3,33000.0,1332,140,5.5,50.0,899000,13.709038313453757
7,175000.0,1461,90,3.9,50.0,635000,13.36138027787483
12,235000.0,1461,65,4.5,50.0,418000,12.943236711506893
7,211600.0,1461,90,3.9,50.0,482900,13.087564871861634
2,57000.0,1332,140,5.5,50.0,815000,13.610943392223
5,89000.0,1461,75,3.6,45.0,629000,13.351886535682578
6,218000.0,1461,110,3.9,49.0,850000,13.652991628466498
0,6660.0,999,100,5.0,42.0,899900,13.71003892502204
3,53975.0,1461,115,4.2,49.0,1039900,13.854635112648324
4,118000.0,1461,75,3.6,45.0,610000,13.321214236149494
2,66000.0,999,90,5.0,42.0,750000,13.527828485512494
6,39000.0,1461,90,3.7,45.0,715000,13.480037821676145
7,49704.0,1149,75,5.5,45.0,612000,13.324487561494463
6,81845.0,1461,90,3.7,45.0,752000,13.530491602931978
4,144000.0,1461,75,3.6,45.0,659750,13.39961625436557
5,115000.0,1461,110,3.8,49.0,975000,13.790192749979985
1,6001.0,999,90,5.0,42.0,845000,13.64709190633931
6,116000.0,1598,115,6.3,47.0,745000,13.521139497361697
6,70000.0,1461,90,3.6,45.0,750000,13.527828485512494
1,27500.0,999,90,6.1,50.0,827000,13.625559974005828
7,199000.0,1461,110,3.7,47.0,821000,13.618278388434565
6,42000.0,1598,115,6.3,47.0,739000,13.513053199930338
5,104000.0,1461,90,3.9,50.0,620000,13.337474757021274
6,100000.0,1461,110,3.8,49.0,949000,13.763164077592064
3,103244.0,1461,85,3.6,39.0,669900,13.41488372649636
5,66800.0,1461,90,3.7,45.0,755000,13.534473028231162
10,210000.0,1461,90,4.4,60.0,549000,13.215853720491667
13,235000.0,1390,75,7.1,50.0,385000,12.86099861326992
11,146000.0,1461,90,4.4,60.0,580000,13.270783382522602
6,140000.0,1461,110,3.8,49.0,855000,13.658856747918897
8,169000.0,1461,110,4.4,60.0,690000,13.444446876573442
8,62300.0,1149,75,5.5,45.0,580000,13.270783382522602
8,198000.0,1461,110,4.4,60.0,779500,13.566407967479968
6,126000.0,1461,110,3.7,47.0,775000,13.560618308335483
6,66600.0,1461,110,3.7,47.0,850000,13.652991628466498
8,190000.0,1149,75,5.5,45.0,455000,13.028052697933088
3,28000.0,1461,115,4.2,49.0,1140000,13.946538820370678
9,136000.0,1149,75,5.5,45.0,530000,13.180632285528304
3,116500.0,1461,115,4.2,49.0,829950,13.629120736994366
4,118000.0,1461,115,4.2,49.0,844500,13.646500015229991
7,202000.0,1461,75,3.9,50.0,479950,13.081437210791684
5,86500.0,1461,75,3.6,45.0,597500,13.300509562787802
8,155000.0,1461,75,3.6,45.0,547000,13.212204081404119
5,117500.0,1461,90,3.7,45.0,669500,13.414286444113364
5,151500.0,1461,90,3.7,45.0,624500,13.344706608547769
5,110000.0,1461,90,3.7,45.0,709000,13.471610805514265
5,149000.0,1461,90,3.9,50.0,554950,13.226633298580126
6,284000.0,1461,75,3.6,45.0,462500,13.044401835934616
6,99500.0,1461,110,3.8,49.0,819500,13.616449677166022
7,202000.0,1461,75,3.9,50.0,479950,13.081437210791684
8,249000.0,1461,75,3.9,50.0,457500,13.033532163697712
8,147000.0,1461,75,3.9,50.0,524500,13.17020070681849
8,199500.0,1461,75,3.9,50.0,479950,13.081437210791684
8,191000.0,1461,75,3.9,50.0,464500,13.04871683723603
3,42000.0,1461,115,4.2,49.0,980000,13.795307850646754
2,18000.0,999,90,5.0,42.0,815000,13.610943392223
5,160000.0,1461,90,3.9,50.0,640000,13.369223455335854
1,18000.0,1332,140,5.7,50.0,950000,13.764217263576723
1,6100.0,999,90,5.0,42.0,880000,13.687677186454389
8,162000.0,1461,110,4.4,60.0,705000,13.465953081794405
1,22000.0,999,65,5.6,50.0,645750,13.378167710958087
11,206000.0,1461,110,4.6,60.0,540000,13.199324418540456
3,49000.0,999,72,4.9,42.0,655555,13.393237484081743
7,190000.0,1461,75,3.6,45.0,550000,13.217673557208654
2,26000.0,1332,140,5.7,50.0,813500,13.60910120564123
2,77000.0,1332,140,5.7,50.0,888000,13.696727021974308
7,152350.0,1461,75,3.6,45.0,580000,13.270783382522602
3,58000.0,999,100,5.0,42.0,799000,13.591116224748411
7,81000.0,1461,110,3.8,49.0,848000,13.65063591477404
11,299600.0,1461,90,4.4,60.0,520000,13.16158409055761
10,193000.0,1461,75,4.0,45.0,535000,13.190022025878143
8,82000.0,1461,110,4.4,60.0,780000,13.567049198665774
12,107903.0,1149,75,5.9,50.0,475000,13.071070083016778
7,216000.0,1461,110,4.4,60.0,740000,13.514405465180353
12,126000.0,1598,110,6.5,60.0,600000,13.304684934198283
9,230000.0,1461,110,4.4,60.0,635000,13.36138027787483
6,96000.0,1598,115,6.3,49.0,835000,13.635187003832993
1,52000.0,999,65,4.9,42.0,629900,13.353316355610021
7,185000.0,1461,110,3.7,47.0,910000,13.721199878493033
8,301843.0,1461,90,4.5,60.0,635000,13.36138027787483
13,262000.0,1461,65,4.5,50.0,415000,12.936033799212835
1,8000.0,999,90,5.0,42.0,890000,13.698976741708323
13,205000.0,1461,105,4.5,60.0,525000,13.17115354157376
11,185000.0,1461,110,4.4,60.0,637500,13.365309556014719
12,224000.0,1149,75,5.9,50.0,370000,12.821258284620408
1,6001.0,999,65,4.9,42.0,695000,13.45166712454693
13,296000.0,1461,65,4.5,50.0,365000,12.80765263256463
6,151000.0,1461,110,3.8,49.0,780000,13.567049198665774
7,186000.0,1461,110,4.6,60.0,685000,13.437174117244362
5,243000.0,1461,90,3.7,45.0,625000,13.345506928718539
10,220000.0,1461,75,3.9,50.0,495000,13.112313041550827
13,130244.0,1149,80,5.6,55.0,490000,13.102160670086809
3,100500.0,1461,115,4.2,49.0,810000,13.604789526648622
13,220000.0,1461,85,4.5,60.0,510000,13.142166004700508
7,155000.0,1461,110,4.4,60.0,845000,13.64709190633931
7,108000.0,1461,75,3.6,45.0,621000,13.339086360915616
3,19800.0,1332,130,5.2,42.0,899000,13.709038313453757
11,69000.0,1149,75,5.9,50.0,575000,13.262125319779487
12,225000.0,1461,65,4.5,50.0,450000,13.017002861746503
2,88000.0,1332,140,5.3,50.0,879000,13.686540176667314
6,117000.0,1461,110,3.8,49.0,907500,13.718448845121143
5,176000.0,1461,110,3.8,49.0,895000,13.704578997256993
8,123000.0,1461,110,4.4,60.0,790000,13.579788224443204
1,6200.0,999,100,5.0,42.0,825000,13.623138665316818
13,157600.0,1461,65,4.5,50.0,415000,12.936033799212835
10,215000.0,1461,75,3.9,50.0,405000,12.911642346088676
7,150000.0,1461,110,3.8,49.0,1050000,13.864300722133706
11,156000.0,1149,75,5.9,55.0,515000,13.151922179645874
10,154000.0,1461,75,3.9,50.0,495000,13.112313041550827
6,79500.0,1598,115,6.3,49.0,795000,13.58609739363647
6,99930.0,1461,110,3.8,49.0,749000,13.526494262499357
3,103000.0,999,72,4.9,42.0,552500,13.222208712374044
11,307000.0,1461,65,4.5,50.0,340000,12.736700896592344
6,135000.0,1461,90,3.6,45.0,635000,13.36138027787483
10,131500.0,1149,75,5.5,45.0,517000,13.155798153490567
12,200000.0,1461,110,4.4,60.0,615000,13.329377546788654
5,110000.0,1461,110,3.8,49.0,941000,13.754698418567516
7,223000.0,1461,110,4.4,60.0,563500,13.241922612461968
10,152000.0,1461,75,3.9,50.0,483000,13.087771932634709
3,75000.0,1461,115,4.2,49.0,1170000,13.972514306773938
6,35000.0,1149,75,5.5,45.0,710000,13.473020249017498
8,180000.0,1461,90,3.9,50.0,480000,13.081541382884074
7,148000.0,1461,110,3.7,47.0,620000,13.337474757021274
5,80000.0,1149,75,5.5,45.0,580000,13.270783382522602
6,134000.0,1461,110,3.8,49.0,725000,13.493926933836812
8,222000.0,1461,75,4.0,45.0,545000,13.208541073645382
8,229000.0,1461,110,4.4,60.0,635000,13.36138027787483
12,162000.0,1149,75,5.9,50.0,390000,12.873902018105829
1,6005.0,1332,140,5.7,50.0,1085000,13.897090544956697
4,110123.0,1461,115,4.2,49.0,849750,13.652697467558362
3,31000.0,1461,115,4.2,49.0,1100000,13.9108207377686
11,135000.0,1461,90,3.6,45.0,595000,13.296316684527767
7,83000.0,1461,90,3.9,50.0,565000,13.244581010128577
10,171000.0,1461,90,3.6,45.0,543000,13.204864598916073
5,135350.0,1461,90,3.7,45.0,750000,13.527828485512494
9,175000.0,1461,75,3.6,45.0,499900,13.122163357401663
0,10000.0,999,100,4.3,42.0,920000,13.732128949025222
3,41000.0,1332,140,5.7,50.0,910000,13.721199878493033
1,6500.0,999,90,6.1,50.0,1030000,13.845069360205818
2,25450.0,999,90,5.0,42.0,785000,13.573438996764546
6,181000.0,1461,75,3.6,45.0,549000,13.215853720491667
13,198500.0,1461,105,4.5,60.0,595000,13.296316684527767
10,127000.0,1461,110,4.4,60.0,769000,13.55284624848778
11,203800.0,1461,75,4.4,55.0,467000,13.054084536651034
6,212000.0,1461,110,3.8,49.0,802000,13.594863886848652
10,163000.0,1461,75,3.9,50.0,510000,13.142166004700508
6,112000.0,1461,110,3.8,49.0,865000,13.670484785914017
13,127000.0,1461,85,4.8,55.0,505000,13.132313708257497
11,234000.0,1461,90,4.4,55.0,465000,13.049792684569493
12,335000.0,1461,65,4.5,50.0,348000,12.759957758756611
6,195000.0,1461,110,3.9,49.0,850000,13.652991628466498
5,39500.0,1598,115,6.3,47.0,780000,13.567049198665774
12,236000.0,1390,75,7.1,50.0,300000,12.611537753638338
5,92000.0,1461,110,3.8,49.0,829900,13.62906049058654
13,189000.0,1598,105,7.7,60.0,455000,13.028052697933088
8,198000.0,1461,110,4.4,60.0,647500,13.38087407255583
3,143000.0,1461,115,4.2,49.0,977750,13.79300929261776
9,167000.0,1461,90,4.5,60.0,615000,13.329377546788654
13,199600.0,1461,85,4.5,60.0,465000,13.049792684569493
10,171000.0,1461,90,4.5,60.0,615000,13.329377546788654
7,223676.0,1461,90,4.5,60.0,533000,13.186276703147982
7,141000.0,1461,90,3.7,45.0,710000,13.473020249017498
3,16528.0,999,100,5.0,42.0,929750,13.742671011787316
12,115000.0,1461,110,4.4,60.0,669750,13.414659787406855
7,87000.0,1461,90,3.7,45.0,815000,13.610943392223
13,317500.0,1461,105,4.5,60.0,530000,13.180632285528304
12,182500.0,1598,105,7.7,60.0,635000,13.36138027787483
8,298195.0,1461,75,4.0,45.0,483000,13.087771932634709
6,245000.0,1461,110,3.8,49.0,750000,13.527828485512494
8,300000.0,1461,110,4.6,60.0,657000,13.395439297466748
3,99000.0,1461,115,4.2,49.0,995000,13.81049801614073
3,53000.0,1332,130,5.2,42.0,870000,13.676248490630767
11,270000.0,1461,110,4.4,60.0,595000,13.296316684527767
12,98000.0,1461,65,4.5,50.0,475000,13.071070083016778
7,280000.0,1461,90,3.9,50.0,475000,13.071070083016778
12,280000.0,1461,105,4.5,60.0,610000,13.321214236149494
8,138000.0,1461,90,3.9,50.0,450000,13.017002861746503
5,214252.0,1461,90,3.7,45.0,715000,13.480037821676145
5,175000.0,1461,90,3.9,50.0,525000,13.17115354157376
6,105000.0,1461,75,3.6,45.0,650000,13.38472764187182
0,13000.0,999,65,4.9,42.0,647000,13.380101573483037
6,128000.0,1461,110,3.8,49.0,730000,13.500799813124575
13,327000.0,1461,85,4.5,60.0,375000,12.834681304952548
12,135000.0,1149,75,5.9,55.0,475000,13.071070083016778
5,84500.0,1598,115,6.3,49.0,801000,13.593616226050496
9,128000.0,1461,75,3.9,50.0,540000,13.199324418540456
7,68000.0,1461,90,3.9,50.0,660000,13.399995114002609
8,154000.0,1461,110,4.4,60.0,598750,13.302599427707262
9,42000.0,1149,75,6.0,50.0,625000,13.345506928718539
3,89000.0,1332,140,5.7,50.0,803750,13.597043554533967
7,175000.0,1461,110,4.4,60.0,820000,13.617059619240436
6,62000.0,1461,75,3.6,45.0,755000,13.534473028231162
3,45500.0,999,100,5.0,42.0,785000,13.573438996764546
11,168000.0,1461,65,4.5,55.0,460000,13.038981768465277
7,101000.0,1461,90,3.9,50.0,527500,13.175904144332359
9,198000.0,1461,75,3.6,45.0,589000,13.286181462633724
6,156000.0,1461,110,3.8,49.0,875000,13.681979165339751
6,279000.0,1461,110,3.9,49.0,890000,13.698976741708323
7,175000.0,1461,110,4.4,60.0,610000,13.321214236149494
9,298000.0,1461,110,4.4,60.0,505000,13.132313708257497
11,175000.0,1598,110,6.5,60.0,530000,13.180632285528304
11,249000.0,1461,90,3.6,45.0,539000,13.197470849891134
1,42500.0,1332,130,5.2,42.0,990000,13.805460222110773
12,275000.0,1461,110,5.0,66.0,613000,13.32612021491835
3,51127.0,1461,115,4.2,49.0,1100000,13.9108207377686
1,7039.0,999,90,6.1,50.0,885000,13.693342923990066
2,54310.0,1332,140,5.7,50.0,1160000,13.963930563082547
4,144000.0,1461,110,3.8,49.0,905000,13.715690222682063
6,133000.0,1461,110,3.8,49.0,855000,13.658856747918897
7,82000.0,1461,110,4.6,60.0,700000,13.458835614025542
11,270000.0,1461,110,4.4,60.0,540000,13.199324418540456
12,203000.0,1149,75,5.9,50.0,339000,12.733755386362587
7,212000.0,1598,130,4.2,51.0,998000,13.813508555293602
3,59900.0,999,100,5.0,42.0,739900,13.514270320913642
7,174835.0,1461,90,3.9,50.0,596000,13.297995946047488
8,164000.0,1461,110,4.4,60.0,595000,13.296316684527767
8,43538.0,1598,115,6.4,60.0,775000,13.560618308335483
2,51544.0,1461,115,4.1,49.0,935000,13.748301808270824
2,85452.0,999,72,4.9,42.0,687500,13.440817108522863
4,97000.0,1332,140,5.5,50.0,849000,13.651814465293484
6,86000.0,1461,90,3.7,45.0,850000,13.652991628466498
7,182000.0,1461,90,4.5,60.0,695000,13.45166712454693
1,17000.0,999,90,5.0,42.0,875000,13.681979165339751
9,235000.0,1461,110,4.6,60.0,680000,13.42984807715229
11,270000.0,1461,90,4.4,60.0,545000,13.208541073645382
6,172116.0,1461,110,3.8,49.0,717750,13.48387659798331
8,175228.0,1461,110,4.4,60.0,697750,13.45561615139857
8,118841.0,1461,90,3.6,45.0,527750,13.176377965710566
6,108444.0,1461,90,3.7,45.0,657750,13.396580198902539
3,55551.0,999,100,5.0,42.0,687750,13.441180678786822
2,22246.0,999,90,5.0,42.0,764750,13.54730426201315
2,39286.0,999,90,5.0,42.0,769750,13.553821065786746
5,103182.0,1461,90,3.7,45.0,647750,13.381260098424356
12,180000.0,1390,75,7.1,50.0,349000,12.762827201184564
8,158000.0,1461,110,4.4,60.0,639750,13.368832754022035
4,175000.0,1461,110,3.8,49.0,875000,13.681979165339751
1,23000.0,1332,140,5.3,50.0,998000,13.813508555293602
2,26500.0,1461,115,4.2,49.0,1095000,13.906264921232738
7,98000.0,1461,110,3.8,49.0,918000,13.729952669602628
3,6090.0,999,72,4.9,42.0,720000,13.487006490992238
7,170814.0,1461,90,4.5,60.0,479000,13.079455876393052
12,202000.0,1461,110,4.4,60.0,630000,13.353475098367715
9,325000.0,1461,110,4.4,60.0,585000,13.279367126213993
6,192000.0,1461,75,3.6,45.0,712250,13.476184252360154
5,117794.0,1461,90,3.7,45.0,855000,13.658856747918897
3,94373.0,1461,85,3.6,39.0,669900,13.41488372649636
0,13000.0,999,72,4.9,42.0,700000,13.458835614025542
10,152000.0,1149,75,5.5,45.0,515000,13.151922179645874
10,196000.0,1461,75,3.9,50.0,510000,13.142166004700508
12,240000.0,1461,110,4.4,60.0,649950,13.384650715836164
9,221000.0,1461,75,3.6,45.0,525000,13.17115354157376
4,114321.0,1461,75,3.6,45.0,645000,13.37700559577791
5,170000.0,1461,75,3.6,45.0,590000,13.287877815881902
8,160000.0,1149,75,6.0,50.0,495000,13.112313041550827
6,103000.0,1461,90,3.9,50.0,625000,13.345506928718539
6,97200.0,1461,90,3.7,49.0,799000,13.591116224748411
8,226000.0,1461,75,3.6,45.0,580000,13.270783382522602
9,141000.0,1461,75,4.0,45.0,550000,13.217673557208654
4,133000.0,1461,110,3.8,49.0,699750,13.458478407377699
13,216000.0,1461,65,4.5,50.0,385000,12.86099861326992
9,165000.0,1461,90,4.5,60.0,695000,13.45166712454693
8,98000.0,1461,90,3.9,50.0,559000,13.233904752137237
10,180000.0,1149,75,6.0,50.0,445000,13.005829561148378
11,207000.0,1461,110,4.4,60.0,570000,13.253391639810733
6,96000.0,1461,75,3.6,45.0,607000,13.316284070041636
9,229000.0,1461,90,4.5,60.0,455750,13.029699692540909
1,59000.0,999,65,4.9,42.0,630900,13.3549026503589
8,196000.0,1461,90,4.5,60.0,605000,13.312983737012978
8,241000.0,1461,90,3.9,50.0,374750,12.834014415964845
2,53000.0,1332,140,5.7,50.0,865000,13.670484785914017
1,28500.0,999,65,4.9,42.0,655000,13.39239051461739
10,290000.0,1461,110,4.4,60.0,539900,13.199139216206378
9,122100.0,1461,90,4.5,60.0,645000,13.37700559577791
7,153000.0,1461,90,3.7,45.0,710000,13.473020249017498
12,173000.0,1149,75,5.9,50.0,425000,12.959844447906553
6,169000.0,1461,110,3.8,49.0,835000,13.635187003832993
10,137700.0,1461,90,3.9,50.0,570000,13.253391639810733
7,240000.0,1461,90,3.9,50.0,495000,13.112313041550827
4,65000.0,1461,90,3.7,45.0,673000,13.419500608626866
9,110000.0,1461,90,4.5,60.0,675000,13.422467969854667
7,212000.0,1461,110,3.8,49.0,850000,13.652991628466498
6,90250.0,1198,130,5.4,49.0,795000,13.58609739363647
8,213000.0,1461,90,3.9,50.0,465000,13.049792684569493
10,160000.0,1461,90,3.6,45.0,530000,13.180632285528304
10,149000.0,1461,90,4.5,60.0,580000,13.270783382522602
11,190000.0,1461,65,4.5,50.0,399900,12.89896979483491
11,249000.0,1461,110,5.0,66.0,660000,13.399995114002609
0,6001.0,999,90,5.0,42.0,856000,13.66002565512388
5,102850.0,1461,110,3.8,49.0,930000,13.742939865129438
6,61000.0,1598,115,6.3,47.0,810000,13.604789526648622
4,49000.0,1598,115,6.3,49.0,849000,13.651814465293484
5,56000.0,1461,110,3.8,49.0,1200000,13.997832114758229
11,172000.0,1461,65,4.5,50.0,470500,13.06155123800757
6,244000.0,1461,110,3.8,49.0,735000,13.507625778194974
10,205000.0,1461,75,4.0,45.0,530000,13.180632285528304
7,70000.0,1461,90,3.9,50.0,705000,13.465953081794405
6,150000.0,1461,110,3.9,49.0,810000,13.604789526648622
0,8000.0,999,90,5.0,42.0,959000,13.773646353865574
1,15800.0,1461,115,4.1,49.0,1100000,13.9108207377686
6,184500.0,1461,90,3.7,45.0,715000,13.480037821676145
7,204000.0,1461,90,3.9,50.0,472500,13.065793025915934
11,315000.0,1461,110,4.4,60.0,420000,12.948009990259552
10,135000.0,1149,75,5.5,45.0,575000,13.262125319779487
3,33000.0,999,100,5.0,42.0,828000,13.626768433367397
