,Ürün Kodu,Marka,Seri,Model,Araç Yılı,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş Tipi,Ortalama Yakıt Tüketimi,Depo Hacmi,Boya/Değişen Bilgisi,Takas Bilgisi,Satıcı,Fiyat
16,23801349,Fiat,Egea,1.3 Multijet Easy,2020,59.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,705.000
17,23801306,Fiat,Egea,1.4 Fire Urban Plus,2020,31.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1368 cc,95 hp,Önden Çekiş,"5,7 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,700.000
18,23801061,Fiat,Egea,1.4 Fire Easy,2016,76.000 km,Düz,Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",592.000
19,23801053,Fiat,Egea,1.4 Fire Easy,2018,47.100 km,Düz,Benzin,Sedan,Gri (Gümüş),1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",625.000
20,23801139,Fiat,Linea,1.3 Multijet Active Plus,2011,258.000 km,Düz,Dizel,Sedan,Gri,1248 cc,90 hp,Önden Çekiş,"4,9 lt",45 lt,"
3 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",337.500
21,,,,,,,,,,,,,,,,,,,
22,23799051,Fiat,Egea,1.6 Multijet Urban Plus,2016,206.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1598 cc,120 hp,Önden Çekiş,"3,8 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,725.000
23,23657315,Fiat,Linea,1.3 Multijet Active Plus,2014,200.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Sahibinden,Açıklama,579.000
24,23800887,Fiat,Egea,1.4 Fire Easy,2023,8.800 km,Düz,LPG & Benzin,Sedan,Beyaz,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,Yakıt,Açıklama,"Boya, Değişen ve Tramer","
Created by Arabam IT























































Ön Tampon














Sağ Arka Çamurluk


Motor Kaputu


Arka Kaput


Tavan





Arka Tampon







",720.000
25,23798823,Fiat,Linea,1.3 Multijet Active Plus,2011,152.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1248 cc,90 hp,Önden Çekiş,"4,9 lt",45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",595.000
26,23799525,Fiat,Egea,1.4 Fire Urban Plus,2020,30.000 km,Düz,Benzin,Sedan,Füme,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",710.000
27,23799889,Fiat,Linea,1.6 Multijet Emotion Plus,2012,132.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,5 lt,45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",550.000
28,23800319,Fiat,Egea,1.4 Fire Easy,2022,11.000 km,Düz,Benzin,Sedan,Mavi,1368 cc,95 hp,Önden Çekiş,"6,4 lt",45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",675.000
29,23800312,Fiat,Linea,1.3 Multijet Active,2013,235.000 km,Düz,Dizel,Sedan,Beyaz,"
5 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,Yakıt,Açıklama,"Boya, Değişen ve Tramer",450.000
30,23800300,Fiat,Linea,1.3 Multijet Pop,2015,144.650 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",493.000
31,23800525,Fiat,Punto,1.4 Popstar S&S,2014,84.500 km,Düz,Benzin,Hatchback/5,Beyaz,1368 cc,77 hp,Önden Çekiş,"5,7 lt",45 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",555.000
32,23799559,Fiat,Linea,1.3 Multijet Pop,2015,162.000 km,Düz,Dizel,Sedan,Gri,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"
2 değişen, 3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",525.000
33,23799764,Fiat,Egea,1.4 Fire Easy,2023,9.000 km,Düz,Benzin,Sedan,Gri (metalik),1368 cc,95 hp,Önden Çekiş,"6,4 lt",45 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",735.000
34,23799915,Fiat,Punto,1.4 Pop S&S,2012,120.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,77 hp,Önden Çekiş,"5,4 lt",45 lt,"
2 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",550.000
35,23799901,Fiat,Albea,Sole 1.3 Multijet Premio,2010,415.000 km,Düz,Dizel,Sedan,Siyah,1248 cc,70 hp,Önden Çekiş,"4,7 lt",48 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",280.000
36,23800551,Fiat,Punto,1.4 Pop S&S,2012,313.780 km,Düz,LPG & Benzin,Hatchback/5,Gri,1368 cc,77 hp,Önden Çekiş,"5,7 lt",45 lt,Belirtilmemiş,Sahibinden,Açıklama,425.000
37,23800550,Fiat,Egea,1.3 Multijet Easy,2017,75.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",630.000
38,23800644,Fiat,Egea,1.4 Fire Easy Stil,2021,63.000 km,Düz,Benzin,Sedan,Beyaz,1368 cc,94 hp,Önden Çekiş,"
3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,600.000
39,23733772,Fiat,Linea,1.3 Multijet Actual,2013,151.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",498.000
40,22743236,Fiat,Linea,1.3 Multijet Urban,2013,123.150 km,Düz,Dizel,Beyaz,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"
2 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",460.000
41,23370770,Fiat,Egea,1.6 E-Torq Lounge,2016,125.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1598 cc,110 hp,Önden Çekiş,"6,3 lt",45 lt,"
2 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",670.000
42,23799885,Fiat,Linea,1.3 Multijet Pop,2015,249.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,339.950
43,23591908,Fiat,Egea,1.3 Multijet Easy,2017,160.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,"
2 değişen, 3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",540.000
44,23799576,Fiat,Egea,1.4 Fire Easy Stil,2021,78.000 km,Düz,Benzin,Sedan,Beyaz,1368 cc,94 hp,Önden Çekiş,Belirtilmemiş,Takasa Uygun,Galeriden,Açıklama,Donanım,595.500
45,23799472,Fiat,Egea,1.4 Fire Urban,2021,79.000 km,Düz,Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,"6,4 lt",45 lt,"
1 değişen, 3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",580.500
46,23799208,Fiat,Egea,1.3 Multijet Urban,2017,263.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,620.000
47,23798986,Fiat,Egea,1.3 Multijet Urban,2023,16.577 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",849.900
48,23798909,Fiat,Egea,1.3 Multijet Urban Plus,2016,65.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,95 hp,Önden Çekiş,"3,7 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",729.000
49,23798493,Fiat,Egea,1.3 Multijet Easy,2016,180.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,"
2 değişen, 2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",585.000
50,23798643,Fiat,Linea,1.3 Multijet Active Plus,2012,180.000 km,Düz,Dizel,Sedan,Gri (metalik),1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"
1 değişen, 1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",480.000
51,23798615,Fiat,Linea,1.3 Multijet Active Plus,2012,236.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,409.000
52,11310511,Fiat,Egea,1.6 E-Torq Lounge,2016,109.000 km,Otomatik,Benzin,Sedan,Füme,1598 cc,110 hp,Önden Çekiş,"6,3 lt",45 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",700.000
53,23446670,Fiat,Bravo,1.6 Mjet Dynamic Plus,2011,202.000 km,Düz,Dizel,Hatchback/5,1598 cc,105 hp,Önden Çekiş,"4,9 lt",58 lt,Belirtilmemiş,Sahibinden,Açıklama,Donanım,435.999
54,23786282,Fiat,Linea,1.3 Multijet Pop,2015,293.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,382.500
55,23739237,Fiat,Albea,Sole 1.4 Fire Premio Plus,2010,156.000 km,Düz,LPG & Benzin,Sedan,Gri,1368 cc,77 hp,Önden Çekiş,"6,2 lt",48 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",433.700
56,23739248,Fiat,Egea,1.3 Multijet Easy,2019,90.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,657.500
57,22434576,Fiat,Egea,1.4 Fire Lounge,2017,134.000 km,Düz,Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,"
1 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",625.000
58,23445730,Fiat,Linea,1.3 Multijet Pop,2015,199.650 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,515.000
59,23798495,Fiat,Egea,1.4 Fire Easy,2021,81.000 km,Düz,Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,"6,4 lt",45 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",610.000
60,23798491,Fiat,Punto,1.3 Multijet Pop,2012,337.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,75 hp,Önden Çekiş,"4,2 lt",45 lt,"
3 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",359.000
61,23446723,Fiat,Linea,1.3 Multijet Active Plus,2011,149.000 km,Düz,Dizel,Sedan,1248 cc,90 hp,Önden Çekiş,"4,9 lt",45 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,465.000
62,23439147,Fiat,Egea,1.3 Multijet Easy,2017,95.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",615.000
63,23798481,Fiat,Egea,1.6 Multijet Urban,2022,23.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,130 hp,Önden Çekiş,"4,4 lt",50 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",795.000
64,23798392,Fiat,Egea,1.4 Fire Easy,2018,79.000 km,Düz,Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,Belirtilmemiş,Sahibinden,Açıklama,575.000
65,23798422,Fiat,Egea,1.3 Multijet Easy,2016,177.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,Belirtilmemiş,Sahibinden,Açıklama,585.000
66,23775529,Fiat,Linea,1.3 Multijet Pop,2015,152.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,524.500
67,23775510,Fiat,Linea,1.3 Multijet Pop,2015,360.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,468.500
68,23798241,Fiat,Egea,1.4 Fire Urban,2023,7.900 km,Düz,Benzin,Hatchback/5,Turuncu,1368 cc,95 hp,Önden Çekiş,"6,6 lt",50 lt,Belirtilmemiş,Sahibinden,Açıklama,830.000
69,23798098,Fiat,Egea,1.4 Fire Easy,2022,11.300 km,Düz,Benzin,Sedan,Gri,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,725.000
70,23797254,Fiat,Linea,1.3 Multijet Urban,2013,64.000 km,Düz,Dizel,Sedan,Diğer,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",570.000
71,23797940,Fiat,Linea,1.3 Multijet Urban,2013,142.000 km,Düz,Dizel,Sedan,Füme,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",560.000
72,23327306,Fiat,Linea,1.3 Multijet Easy,2014,183.500 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"
8 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",480.000
73,23798233,Fiat,Egea,1.4 Fire Urban,2016,113.700 km,Düz,LPG & Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,Belirtilmemiş,-,Sahibinden,610.000
74,23798177,Fiat,Egea,1.3 Multijet Urban,2016,1.830 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,Belirtilmemiş,Sahibinden,Açıklama,650.000
75,23794075,Fiat,Linea,1.3 Multijet Pop,2014,380.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",335.000
76,23747825,Fiat,Egea,1.4 Fire Easy Plus,2021,60.000 km,Düz,Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,"
3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",600.000
77,23797911,Fiat,Linea,1.3 Multijet Active Plus,2013,197.000 km,Düz,Dizel,Sedan,Füme,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Sahibinden,Açıklama,450.000
78,23796708,Fiat,Punto,EVO 1.3 Multijet Dynamic,2012,152.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,75 hp,Önden Çekiş,"4,1 lt",45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",515.000
79,23797777,Fiat,Egea,1.4 Fire Urban Plus,2020,20.000 km,Düz,Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,Belirtilmemiş,Sahibinden,Açıklama,745.000
80,,,,,,,,,,,,,,,,,,,
81,23447874,Fiat,Egea,1.3 Multijet Easy,2017,178.500 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,538.500
82,23797319,Fiat,Linea,1.3 Multijet Pop,2014,81.500 km,Düz,Dizel,Sedan,Gri,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Sahibinden,Açıklama,570.000
83,23444781,Fiat,Linea,1.3 Multijet Pop,2013,274.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"
3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,445.000
84,23797928,Fiat,Linea,1.3 Multijet Active Plus,2012,196.000 km,Düz,Dizel,Sedan,Gri,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",455.000
85,23797753,Fiat,Egea,1.4 Fire Easy Plus,2021,44.000 km,Düz,Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,640.000
86,23797779,Fiat,Linea,1.3 Multijet Active Plus,2012,204.150 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,375.000
87,23614091,Fiat,Egea,1.3 Multijet Easy,2018,90.300 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,690.000
88,23445756,Fiat,Egea,1.4 Fire Easy,2020,52.600 km,Düz,Benzin,Sedan,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,685.000
89,23797231,Fiat,Linea,1.3 Multijet Pop,2015,178.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",500.000
90,23797339,Fiat,Egea,1.3 Multijet Easy,2020,137.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,575.000
91,23797064,Fiat,Linea,1.3 Multijet Pop,2016,219.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"
4 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",519.500
92,23797018,Fiat,Egea,1.3 Multijet Easy Plus,2019,137.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",620.000
93,23796653,Fiat,Egea,1.4 Fire Urban Plus,2019,97.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1368 cc,95 hp,Önden Çekiş,"5,7 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",670.000
94,23797154,Fiat,Egea,1.6 E-Torq Mirror,2019,43.500 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1598 cc,110 hp,Önden Çekiş,"6,3 lt",45 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",799.000
95,23796776,Fiat,Egea,1.6 Multijet Easy,2023,11.500 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1598 cc,130 hp,Önden Çekiş,"4,4 lt",50 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",995.000
