,Ürün Kodu,Marka,Seri,Model,Araç Yılı,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş Tipi,Ortalama Yakıt Tüketimi,Depo Hacmi,Boya/Değişen Bilgisi,Takas Bilgisi,Satıcı,Fiyat
421,22781889,Ford,Fiesta,1.4 TDCi Trend,2010,200.000 km,Düz,Dizel,Hatchback/5,Siyah,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
1 değişen, 6 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",460.000
422,23774031,Ford,Focus,1.6 Titanium,2011,180.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1596 cc,100 hp,Önden Çekiş,"6,7 lt",55 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",620.000
423,23773946,Ford,Focus,1.5 TDCi Trend X,2015,94.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1499 cc,120 hp,Önden Çekiş,"4,2 lt",55 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",905.000
424,23774127,Ford,Fiesta,1.4 TDCi Titanium,2010,253.000 km,Düz,Dizel,Hatchback/5,Füme,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",488.000
425,23773971,Ford,Focus,1.6 Ti-VCT Style,2013,190.000 km,Yarı Otomatik,LPG & Benzin,Sedan,Füme,1596 cc,125 hp,Önden Çekiş,6 lt,55 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",660.000
426,23419415,Ford,Focus,1.5 TDCi Trend X,2019,105.000 km,Otomatik,Dizel,Sedan,Beyaz,1500 cc,120 hp,Önden Çekiş,"4,3 lt",47 lt,"
2 değişen, 5 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",850.000
427,23773975,Ford,Focus,1.6 TDCi Trend X,2011,238.723 km,Düz,Dizel,Sedan,Füme,1560 cc,110 hp,Önden Çekiş,"4,8 lt",55 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",535.000
428,23773526,Ford,Focus,1.6 Ti-VCT Titanium,2013,92.000 km,Düz,LPG & Benzin,Sedan,Siyah,1596 cc,125 hp,Önden Çekiş,6 lt,55 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",730.000
429,23773699,Ford,Focus,1.6 TDCi Trend X,2010,150.300 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1560 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",565.000
430,23773356,Ford,Fiesta,1.1 Style,2022,8.000 km,Düz,Benzin,Hatchback/5,Beyaz,1084 cc,75 hp,Önden Çekiş,"5,3 lt",42 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",777.000
431,23772528,Ford,Fiesta,1.4 Titanium,2011,120.000 km,Otomatik,Benzin,Hatchback/5,Siyah,1388 cc,96 hp,Önden Çekiş,"6,5 lt",42 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",575.000
432,23773656,Ford,Fiesta,1.4 TDCi Titanium,2010,160.000 km,Düz,Dizel,Hatchback/5,Mavi,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
3 değişen, 2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",440.000
433,23773299,Ford,Fiesta,1.4 Titanium X,2011,126.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1388 cc,96 hp,Önden Çekiş,"5,7 lt",42 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,595.000
434,23636794,Ford,Focus,1.5 TDCi Titanium,2020,62.000 km,Otomatik,Dizel,Sedan,Beyaz,1500 cc,120 hp,Önden Çekiş,"4,3 lt",47 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.350.000
435,23381451,Ford,Focus,1.6 TDCi Trend X,2011,181.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1560 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,"
2 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",485.000
436,23773210,Ford,Fiesta,1.1 Trend X,2019,50.000 km,Düz,Benzin,Hatchback/5,Beyaz,1084 cc,85 hp,Önden Çekiş,"4,7 lt",42 lt,Belirtilmemiş,Takasa Uygun,Galeriden,689.500
437,23773202,Ford,Mondeo,2.0 TDCi Titanium,2015,195.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1997 cc,180 hp,Önden Çekiş,"4,8 lt","
2 değişen, 5 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",945.000
438,23772435,Ford,Fiesta,1.4 TDCi Titanium,2012,218.000 km,Düz,Dizel,Hatchback/5,Siyah,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,530.000
439,23773071,Ford,Fiesta,1.25 Trend,2013,98.000 km,Düz,Benzin,Hatchback/5,Beyaz,1242 cc,82 hp,Önden Çekiş,"5,2 lt",42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",610.000
440,23772875,Ford,Focus,1.6 TDCi Trend X,2015,110.000 km,Düz,Dizel,Station wagon,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,Belirtilmemiş,Takasa Uygun,Galeriden,775.000
441,23772024,Ford,Fiesta,1.4 TDCi Titanium X,2012,144.000 km,Düz,Dizel,Hatchback/5,Kahverengi,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
1 değişen, 1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",530.000
442,23770909,Ford,Focus,1.6 TDCi Trend X,2014,186.500 km,Düz,Dizel,Hatchback/5,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,5 lt",55 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",732.500
443,23772814,Ford,Mondeo,2.0 TDCi Style,2015,215.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1997 cc,180 hp,Önden Çekiş,"4,8 lt","
1 değişen, 4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",785.000
444,23772104,Ford,Fiesta,1.4 TDCi Titanium,2012,169.000 km,Düz,Dizel,Hatchback/5,Gri,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,Belirtilmemiş,Sahibinden,Açıklama,545.000
445,23666923,Ford,Focus,1.5 TDCi Titanium,2017,162.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1499 cc,120 hp,Önden Çekiş,"4,2 lt",55 lt,"
3 değişen, 3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",800.000
446,23772371,Ford,Fiesta,1.4 TDCi Titanium,2012,211.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",570.000
447,23433526,Ford,Focus,1.6 Titanium,2010,265.000 km,Otomatik,LPG & Benzin,Sedan,Füme,1596 cc,100 hp,Önden Çekiş,"6,7 lt",55 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",650.000
448,23769316,Ford,Focus,1.6 TDCi Trend X,2017,145.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,5 lt",53 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",795.000
449,23698161,Ford,Focus,1.6 Ti-VCT Trend X,2014,137.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1596 cc,125 hp,Önden Çekiş,6 lt,55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,755.000
450,23772128,Ford,Focus,1.5 TDCi Trend X,2018,194.000 km,Otomatik,Dizel,Sedan,Beyaz,1500 cc,120 hp,Önden Çekiş,"4,3 lt",47 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",785.000
451,23771927,Ford,Focus,1.6 TDCi Style,2013,143.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,115 hp,Önden Çekiş,"4,2 lt",53 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",750.000
452,23769545,Ford,C-Max,1.6 TDCi Titanium X,2012,90.000 km,Düz,Dizel,MPV,Gri (metalik),1560 cc,115 hp,Önden Çekiş,"4,6 lt",53 lt,"
2 değişen, 4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",740.000
453,23770541,Ford,Fiesta,1.4 Titanium X,2011,103.412 km,Otomatik,Benzin,Hatchback/5,Siyah,1388 cc,96 hp,Önden Çekiş,"6,5 lt",42 lt,"
1 değişen, 7 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",545.000
454,23770998,Ford,Fiesta,1.4 TDCi Titanium,2012,195.000 km,Düz,Dizel,Hatchback/5,Gri (titanyum),1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",570.000
455,23770417,Ford,Fiesta,1.25 Trend X,2015,95.000 km,Düz,Benzin,Hatchback/5,Beyaz,1242 cc,82 hp,Önden Çekiş,"5,2 lt",42 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,594.000
456,23771920,Ford,Fiesta,1.5 TDCi Titanium,2014,230.000 km,Düz,Dizel,Hatchback/5,Beyaz,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,"
2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",557.500
457,23769593,Ford,Fiesta,1.25 Trend X,2014,144.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1242 cc,82 hp,Önden Çekiş,"5,2 lt",42 lt,"
2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",620.000
458,23769432,Ford,Focus,1.6 TDCi Titanium X,2012,192.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1560 cc,115 hp,Önden Çekiş,"4,2 lt",53 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",780.000
459,23437800,Ford,Focus,1.5 TDCi Trend X,2017,137.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1499 cc,120 hp,Önden Çekiş,"4,2 lt",55 lt,"
5 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",780.000
460,23771813,Ford,Focus,1.6 Trend X,2014,212.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1596 cc,100 hp,Önden Çekiş,"6,7 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,670.000
461,23430254,Ford,Focus,1.6 TDCi Style,2015,105.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,115 hp,Önden Çekiş,"4,5 lt",55 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",840.000
462,23771873,Ford,Focus,1.6 TDCi Trend X,2014,188.800 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,5 lt",53 lt,"
1 değişen, 6 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",625.000
463,23028326,Ford,Focus,1.6 TDCi Style,2013,228.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
1 değişen, 2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,598.750
464,23767853,Ford,Fiesta,1.4 TDCi Trend,2011,156.000 km,Düz,Dizel,Hatchback/5,Beyaz,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",540.000
465,23771830,Ford,Fiesta,1.25 My Fiesta,2011,165.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1242 cc,82 hp,Önden Çekiş,"5,7 lt",42 lt,"
5 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",530.000
466,23771511,Ford,Fiesta,1.5 TDCi Trend,2013,127.000 km,Düz,Dizel,Hatchback/5,Beyaz,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,"
1 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",560.000
467,23751437,Ford,Fiesta,1.4 Titanium,2011,150.000 km,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1388 cc,96 hp,Önden Çekiş,"6,5 lt",42 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,547.000
468,23771624,Ford,Focus,1.6 TDCi Trend X,2016,198.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,5 lt",53 lt,Belirtilmemiş,Takasa Uygun,Galeriden,820.000
469,23769377,Ford,Fiesta,1.6 Trend,2013,142.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,Belirtilmemiş,Sahibinden,Açıklama,Kredi,"

Açıklama
Hata boya yok


Boya, Değişen ve Tramer



Created by Arabam IT























































Ön Tampon














Sağ Arka Çamurluk


Motor Kaputu


Arka Kaput


Tavan





Arka Tampon











Orijinal



Boyalı



Lokal Boyalı



Değişmiş



Belirtilmemiş








                                Orjinal
                            

-





                                Lokal boyalı
                            

-





                                Boyalı
                            

-





                                Değişmiş
                            

-





                                Belirtilmemiş
                            

Sağ Arka Çamurluk
Arka Kaput
Sol Arka Çamurluk
Sağ Arka Kapı
Sağ Ön Kapı
Tavan
Sol Arka Kapı
Sol Ön Kapı
Sağ Ön Çamurluk
Motor Kaputu
Sol Ön Çamurluk
Ön Tampon
Arka Tampon






                                            Tramer tutarı yok
                                        






Araç bilgileri


Genel Bakış


Yıl
2013


Kilometre
142.000 km


Vites Tipi
Otomatik


Yakıt Tipi
Benzin


Kasa Tipi
Hatchback/5


Renk
Beyaz


Araç Türü
Bireysel


Plaka Uyruğu
(TR) Türkiye


Aracın ilk sahibiyim
İlk Sahibi Değilim


Kimden
Sahibinden






Kredi







                Akbank taşıt kredisi ile hayalindeki araca kavuş
            


            Hemen Başvur
        




Ekspertiz

Paketleri incele




Yakıt önerisi






Sahibinden Ford Fiesta 1.6 Trend 2013 Model Bilecik 142.000 km Beyaz

",Hata boya yok,"


Created by Arabam IT























































Ön Tampon














Sağ Arka Çamurluk


Motor Kaputu


Arka Kaput


Tavan





Arka Tampon











Orijinal



Boyalı



Lokal Boyalı



Değişmiş



Belirtilmemiş








                                Orjinal
                            

-





                                Lokal boyalı
                            

-





                                Boyalı
                            

-





                                Değişmiş
                            

-





                                Belirtilmemiş
                            

Sağ Arka Çamurluk
Arka Kaput
Sol Arka Çamurluk
Sağ Arka Kapı
Sağ Ön Kapı
Tavan
Sol Arka Kapı
Sol Ön Kapı
Sağ Ön Çamurluk
Motor Kaputu
Sol Ön Çamurluk
Ön Tampon
Arka Tampon






                                            Tramer tutarı yok
                                        



",Created by Arabam IT,650.000
470,23762574,Ford,Fiesta,1.4 TDCi Titanium X,2012,135.000 km,Düz,Dizel,Hatchback/5,Siyah,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
1 değişen, 4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",440.000
471,23429997,Ford,Fiesta,1.25 Trend X,2015,139.000 km,Düz,Benzin,Hatchback/5,Beyaz,1242 cc,82 hp,Önden Çekiş,"5,2 lt",42 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,650.000
472,23427000,Ford,Fiesta,1.4 TDCi Titanium,2010,235.000 km,Düz,Dizel,Hatchback/5,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,Belirtilmemiş,Sahibinden,Açıklama,Donanım,458.000
473,23771533,Ford,Focus,1.6 TDCi Trend X,2013,70.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",719.000
474,23768673,Ford,Fiesta,1.6 Titanium,2016,85.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1596 cc,105 hp,Önden Çekiş,"5,9 lt",42 lt,Belirtilmemiş,Sahibinden,Açıklama,725.000
475,23433590,Ford,Focus,1.6 TDCi Titanium,2010,203.358 km,Düz,Dizel,Sedan,Beyaz,1560 cc,110 hp,Önden Çekiş,"4,5 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,610.000
476,23432226,Ford,Focus,1.6 Ti-VCT Trend,2012,169.524 km,Yarı Otomatik,LPG & Benzin,Sedan,Beyaz,1596 cc,125 hp,Önden Çekiş,6 lt,55 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",715.000
477,23116695,Ford,Fiesta,1.4 TDCi Titanium X,2011,160.000 km,Düz,Dizel,Hatchback/5,Gri (titanyum),1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,600.000
478,23769064,Ford,Fiesta,1.4 TDCi Trend,2011,145.000 km,Düz,Dizel,Hatchback/5,Beyaz,1399 cc,70 hp,Önden Çekiş,"4,3 lt",45 lt,"
1 değişen, 3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",500.000
479,23769344,Ford,Fiesta,1.5 TDCi Trend,2015,164.000 km,Düz,Dizel,Hatchback/5,Beyaz,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",585.000
480,23769008,Ford,Focus,1.6 Ti-VCT Trend,2011,131.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1596 cc,125 hp,Önden Çekiş,"5,9 lt",55 lt,"
2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",635.000
481,23771022,Ford,Fiesta,1.5 TDCi Trend X,2014,260.000 km,Düz,Dizel,Hatchback/5,Beyaz,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,"
1 değişen, 2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",600.000
482,23769824,Ford,Focus,1.6 TDCi Trend X,2012,165.000 km,Düz,Dizel,Sedan,Gri,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,"
3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",675.000
483,23768987,Ford,C-Max,1.6 TDCi Titanium,2012,149.000 km,Düz,Dizel,MPV,Beyaz,1560 cc,115 hp,Önden Çekiş,"4,6 lt",53 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,660.000
484,23768898,Ford,Fiesta,1.6 Trend,2013,54.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1596 cc,105 hp,Önden Çekiş,"5,9 lt",42 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",645.000
485,23771351,Ford,B-Max,1.6 TDCi Titanium,2014,96.000 km,Düz,Dizel,Sedan,Beyaz,1401 - 1600 cm3,-,-,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,772.000
486,23769514,Ford,Fiesta,1.5 TDCi Titanium X,2015,52.000 km,Düz,Dizel,Hatchback/5,Beyaz,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,"
2 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",686.000
487,23770420,Ford,C-Max,1.6 TDCi Titanium,2013,125.000 km,Düz,Dizel,MPV,Beyaz,1560 cc,115 hp,Önden Çekiş,"4,6 lt",53 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,790.000
488,23769591,Ford,Focus,1.6 TDCi Style,2015,118.000 km,Düz,Dizel,Hatchback/5,Gri,1560 cc,115 hp,Önden Çekiş,"4,2 lt",55 lt,"
10 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",660.000
489,23769662,Ford,Focus,1.6 TDCi Trend X,2016,120.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,5 lt",53 lt,Belirtilmemiş,Sahibinden,Açıklama,819.500
490,23771224,Ford,Focus,1.6 TDCi Trend,2012,237.500 km,Düz,Dizel,Station wagon,Gri,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,"
3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",589.000
491,23768925,Ford,Fiesta,1.6 TDCi Titanium,2010,175.800 km,Düz,Dizel,Hatchback/5,Gri,1560 cc,90 hp,Önden Çekiş,"4,2 lt",45 lt,"
6 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",500.000
492,23749282,Ford,Focus,1.5 TDCi Trend X,2020,122.000 km,Otomatik,Dizel,Sedan,Beyaz,1500 cc,120 hp,Önden Çekiş,"4,3 lt",47 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",910.000
493,23540336,Ford,Fiesta,1.5 TDCi Titanium,2013,195.000 km,Düz,Dizel,Hatchback/5,Gri (titanyum),1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,"
4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",600.000
494,23692590,Ford,Fiesta,1.5 TDCi Trend X,2015,151.000 km,Düz,Dizel,Hatchback/5,Beyaz,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,Belirtilmemiş,Takasa Uygun,Galeriden,645.000
495,23690874,Ford,Focus,1.5 TDCi Trend X,2015,242.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1499 cc,120 hp,Önden Çekiş,"4,2 lt",55 lt,"
4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",699.999
496,23620376,Ford,Focus,1.6 TDCi Trend X,2017,107.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,5 lt",53 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",890.000
497,23340211,Ford,Fiesta,1.6 Titanium,2014,70.000 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1596 cc,105 hp,Önden Çekiş,"5,9 lt",42 lt,"
3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",755.000
498,23339999,Ford,Fiesta,1.6 Titanium,2013,64.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1596 cc,105 hp,Önden Çekiş,"5,9 lt",42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",750.000
499,23693513,Ford,C-Max,1.6 TDCi Trend,2014,139.000 km,Düz,Dizel,MPV,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,6 lt",53 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,639.000
500,23692703,Ford,C-Max,1.6 TDCi Titanium,2012,156.000 km,Düz,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,740.000
501,23490810,Ford,Focus,1.6 TDCi Trend X,2013,201.000 km,Düz,Dizel,Hatchback/5,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,"
3 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",627.500
502,23374204,Ford,Fiesta,1.5 TDCi Titanium,2013,173.000 km,Düz,Dizel,Hatchback/5,Beyaz,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,Belirtilmemiş,Takasa Uygun,Galeriden,495.000
503,23691112,Ford,Fiesta,1.25 Trend,2015,98.000 km,Düz,Benzin,Hatchback/3,Beyaz,1242 cc,82 hp,Önden Çekiş,"5,2 lt",42 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,560.000
504,23695097,Ford,Mondeo,1.6 TDCi Titanium,2016,152.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,85 hp,Önden Çekiş,Belirtilmemiş,Takasa Uygun Değil,Galeriden,Açıklama,Kredi,840.000
505,23691444,Ford,Focus,1.5 TDCi Titanium,2018,90.000 km,Düz,Dizel,Sedan,Gri,1499 cc,120 hp,Önden Çekiş,"3,8 lt",55 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",975.000
506,23351923,Ford,Focus,1.6 TDCi Collection,2010,250.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1560 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,"
1 değişen, 5 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",575.000
507,23303711,Ford,Fiesta,1.25 Trend X,2016,52.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1242 cc,82 hp,Önden Çekiş,"5,2 lt",42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",670.000
