,Ürün Kodu,Marka,Seri,Model,Araç Yılı,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş Tipi,Ortalama Yakıt Tüketimi,Depo Hacmi,Boya/Değişen Bilgisi,Takas Bilgisi,Satıcı,Fiyat
10,23801219,Renault,Fluence,1.5 dCi Touch,2015,164.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,"
3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",650.000
11,23800654,Renault,Fluence,1.5 dCi Privilege,2011,146.000 km,Yarı Otomatik,Dizel,Sedan,Füme,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,"
1 değişen, 8 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",447.950
12,23801246,Renault,Grand Scenic,1.5 dCi Privilege,2012,160.000 km,Düz,Dizel,MPV,Kahverengi,1461 cc,110 hp,Önden Çekiş,"5,2 lt",60 lt,"
3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",695.000
13,23801291,Renault,Latitude,2.0 dCi Executive,2013,208.000 km,Otomatik,Dizel,Sedan,Beyaz,1995 cc,175 hp,Önden Çekiş,"6,5 lt",66 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",865.000
14,23801474,Renault,Clio,1.5 dCi Authentique Edition,2012,345.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,75 hp,Önden Çekiş,"4,4 lt",55 lt,"
5 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",380.000
15,23801385,Renault,Clio,1.5 dCi Touch,2014,169.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,"3,7 lt",45 lt,"
1 değişen, 3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",580.000
16,,,,,,,,,,,,,,,,,,,
17,23799492,Renault,Fluence,1.5 dCi Extreme,2010,248.000 km,Düz,Dizel,Sedan,Gri,1461 cc,85 hp,Önden Çekiş,"4,5 lt",60 lt,"
4 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",460.000
18,23801051,Renault,Fluence,1.5 dCi Touch,2015,167.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",639.000
19,23801049,Renault,Fluence,1.5 dCi Touch,2014,270.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,"4,5 lt",60 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",570.000
20,23800716,Renault,Clio,1.2 Extreme,2011,157.500 km,Otomatik,Benzin,Hatchback/5,Bordo,1149 cc,75 hp,Önden Çekiş,"5,6 lt",55 lt,"
1 değişen, 1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",499.000
21,23799270,Renault,Fluence,1.5 dCi Extreme,2012,240.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Sahibinden,Açıklama,550.000
22,23800686,Renault,Clio,1.0 TCe Icon,2023,6.010 km,Otomatik,Benzin,Hatchback/5,Kırmızı,999 cc,100 hp,Önden Çekiş,5 lt,42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.020.000
23,23800777,Renault,Clio,1.2 Grandtour Extreme,2012,82.000 km,Düz,Benzin,Station wagon,Gri,1149 cc,75 hp,Önden Çekiş,"5,9 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,620.000
24,23800727,Renault,Fluence,1.5 dCi Business,2012,254.000 km,Yarı Otomatik,Dizel,Sedan,Gri (titanyum),1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Sahibinden,Açıklama,595.000
25,23800688,Renault,Megane,1.6 Joy,2017,228.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,115 hp,Önden Çekiş,"6,3 lt",49 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",705.000
26,,,,,,,,,,,,,,,,,,,
27,23799226,Renault,Clio,1.5 dCi Icon,2012,132.691 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,"3,6 lt",45 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",673.000
28,23799302,Renault,Clio,1.0 SCe Joy,2023,6.001 km,Düz,Benzin,Hatchback/5,Kırmızı,999 cc,65 hp,Önden Çekiş,"4,9 lt",42 lt,Belirtilmemiş,Sahibinden,Açıklama,835.000
29,23799241,Renault,Fluence,1.5 dCi Touch,2016,120.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,"4,5 lt",60 lt,"
3 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",710.000
30,23800962,Renault,Clio,1.0 TCe Touch,2023,9.900 km,Otomatik,Benzin,Hatchback/5,Gri (metalik),999 cc,90 hp,Önden Çekiş,5 lt,42 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",849.000
31,23800596,Renault,Symbol,1.5 dCi Joy,2013,220 km,Düz,Dizel,Sedan,Beyaz,1461 cc,75 hp,Önden Çekiş,"3,9 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",450.000
32,,,,,,,,,,,,,,,,,,,
33,23771069,Renault,Fluence,1.5 dCi Touch Plus,2013,187.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,605.000
34,23800892,Renault,Fluence,1.5 dCi Dynamique,2012,201.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,"
3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",600.000
35,23800917,Renault,Fluence,1.5 dCi Touch,2014,172.500 km,Düz,Dizel,Sedan,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,"4,5 lt",60 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",695.000
36,23800386,Renault,Clio,1.0 TCe Icon,2020,60.000 km,Otomatik,Benzin,Hatchback/5,Füme,999 cc,100 hp,Önden Çekiş,5 lt,42 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",855.000
37,23800322,Renault,Symbol,1.5 dCi Touch,2013,152.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,75 hp,Önden Çekiş,"3,9 lt",50 lt,"
1 değişen, 2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",565.000
38,23799878,Renault,Symbol,1.5 dCi Authentique,2011,175.000 km,Düz,Dizel,Sedan,Gri,1461 cc,65 hp,Önden Çekiş,"4,5 lt",50 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",415.000
39,23800306,Renault,Clio,1.5 dCi Joy,2017,122.000 km,Düz,Dizel,Hatchback/5,Gri (titanyum),1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,650.000
40,,,,,,,,,,,,,,,,,,,
41,23798879,Renault,Symbol,1.5 dCi Expression,2011,192.000 km,Düz,Dizel,Sedan,Gri (metalik),1461 cc,65 hp,Önden Çekiş,"4,5 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",440.000
42,23798960,Renault,Symbol,1.4 Authentique,2010,83.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1390 cc,75 hp,Önden Çekiş,"7,1 lt",50 lt,"
10 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",425.000
43,23799661,Renault,Fluence,1.5 dCi Icon,2013,300.000 km,Düz,Dizel,Sedan,Siyah,1461 cc,110 hp,Önden Çekiş,"4,6 lt",60 lt,"
1 değişen, 2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",550.000
44,23800242,Renault,Clio,1.5 dCi Joy,2017,165.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,"
1 değişen, 7 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",580.000
45,,,,,,,,,,,,,,,,,,,
46,23799908,Renault,Fluence,1.5 dCi Extreme,2012,157.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,"
1 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",599.000
47,23796618,Renault,Clio,1.4 Dynamique,2010,137.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1390 cc,100 hp,Önden Çekiş,"6,7 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,565.000
48,23799363,Renault,Symbol,1.2 Expression,2012,93.000 km,Düz,LPG & Benzin,Sedan,Gri,1149 cc,75 hp,Önden Çekiş,"5,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,495.000
49,23798816,Renault,Symbol,1.2 Authentique Edition,2012,226.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1149 cc,75 hp,Önden Çekiş,"5,9 lt",50 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",435.000
50,23798816,Renault,Symbol,1.2 Authentique Edition,2012,226.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1149 cc,75 hp,Önden Çekiş,"5,9 lt",50 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",435.000
51,23417832,Renault,Symbol,1.2 Joy,2016,105.000 km,Düz,LPG & Benzin,Sedan,1149 cc,75 hp,Önden Çekiş,6 lt,50 lt,"
2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,550.000
52,23687408,Renault,Symbol,1.5 dCi Joy,2014,295.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,75 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,435.000
53,23687414,Renault,Symbol,1.2 Joy,2015,215.000 km,Düz,Benzin,Sedan,Beyaz,1149 cc,75 hp,Önden Çekiş,6 lt,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,505.500
54,23799996,Renault,Symbol,1.2 Authentique,2011,115.000 km,Düz,Benzin,Sedan,Gri (Gümüş),1149 cc,75 hp,Önden Çekiş,"5,9 lt",50 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",464.750
55,23213208,Renault,Clio,1.0 SCe Joy,2023,13.000 km,Düz,Benzin,Hatchback/5,Gri (titanyum),999 cc,65 hp,Önden Çekiş,"4,9 lt",42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",850.000
56,23782647,Renault,Clio,1.5 dCi Joy,2016,197.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,479.950
57,23030942,Renault,Fluence,1.5 dCi Touch,2015,205.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,"
1 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",675.000
58,23069751,Renault,Megane,1.5 dCi Icon,2017,124.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,Önden Çekiş,"3,8 lt",49 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",960.000
59,23799191,Renault,Symbol,1.5 dCi Joy,2018,219.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",535.000
60,23798962,Renault,Clio,1.5 dCi Expression,2010,104.000 km,Düz,Dizel,Hatchback/5,Bej,1461 cc,85 hp,Önden Çekiş,"4,4 lt",55 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",495.500
61,23798984,Renault,Clio,1.0 SCe Joy,2020,37.358 km,Düz,Benzin,Hatchback/5,Kırmızı,999 cc,72 hp,Önden Çekiş,"4,9 lt",42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",649.900
62,,,,,,,,,,,,,,,,,,,
63,23798782,Renault,Megane,1.2 TCe Touchrome,2017,126.000 km,Yarı Otomatik,Benzin,Hatchback/5,Gri,1198 cc,130 hp,Önden Çekiş,"5,4 lt",47 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",830.000
64,23411082,Renault,Megane,1.5 dCi Dynamique,2011,91.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (titanyum),1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,559.500
65,23798715,Renault,Symbol,1.5 dCi Joy,2019,126.777 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,"
3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",575.000
66,23798531,Renault,Clio,1.2 Joy,2014,106.710 km,Düz,Benzin,Hatchback/5,Kırmızı,1149 cc,75 hp,Önden Çekiş,"5,5 lt",45 lt,"
2 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",525.000
67,23798521,Renault,Fluence,1.5 dCi Touch Plus,2015,170.000 km,Düz,Dizel,Sedan,Gri,1461 cc,90 hp,Önden Çekiş,"4,5 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,665.000
68,23058206,Renault,Clio,1.2 Extreme,2011,133.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1149 cc,75 hp,Önden Çekiş,"5,9 lt",55 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",570.000
69,23798522,Renault,Megane,1.5 dCi Touch Plus,2018,150.000 km,Otomatik,Dizel,Sedan,Gri (Gümüş),"
1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,Yakıt,Açıklama,"Boya, Değişen ve Tramer","
Created by Arabam IT























































Ön Tampon














Sağ Arka Çamurluk


Motor Kaputu


Arka Kaput


Tavan





Arka Tampon







",760.000
70,23798395,Renault,Symbol,1.5 dCi Joy,2015,309.700 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,"
1 değişen, 5 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",375.000
71,23798409,Renault,Clio,0.9 TCe Joy,2019,103.000 km,Düz,Benzin,Hatchback/5,Beyaz,898 cc,90 hp,Önden Çekiş,5 lt,45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,615.000
72,23775570,Renault,Symbol,1.5 dCi Joy,2015,123.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,573.500
73,23798180,Renault,Clio,1.5 dCi Joy,2018,91.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",655.000
74,23798258,Renault,Clio,1.2 Icon,2013,124.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1149 cc,75 hp,Önden Çekiş,"5,5 lt",45 lt,"
8 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",530.000
75,23798287,Renault,Clio,1.5 dCi Joy,2017,160.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,"
6 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",600.000
76,23798248,Renault,Clio,1.5 dCi SportTourer Joy,2014,213.000 km,Düz,Dizel,Station wagon,Beyaz,1461 cc,75 hp,Önden Çekiş,4 lt,45 lt,"
3 değişen, 2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",525.000
77,23798188,Renault,Megane,1.5 dCi Dynamique,2010,228.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,105 hp,Önden Çekiş,"4,5 lt",60 lt,Belirtilmemiş,Sahibinden,Açıklama,495.000
78,23798254,Renault,Fluence,1.5 dCi Business,2012,205.000 km,Düz,Dizel,Sedan,Gri,1461 cc,90 hp,Önden Çekiş,"4,4 lt",60 lt,"
5 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",500.000
79,23797803,Renault,Taliant,1.0 Tce Joy,2022,9.500 km,Otomatik,Benzin,Sedan,Mavi,999 cc,90 hp,Önden Çekiş,"6,1 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,905.000
80,23797745,Renault,Megane,1.5 dCi Play,2013,148.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",660.000
81,23798223,Renault,Megane,1.5 dCi Touchrome,2017,93.000 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1461 cc,110 hp,Önden Çekiş,"3,7 lt",47 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",850.000
82,23798256,Renault,Megane,1.5 dCi Touch,2019,135.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,115 hp,Önden Çekiş,"4,2 lt",49 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",785.000
83,23452328,Renault,Clio,1.5 dCi Joy,2017,125.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",615.000
84,23798232,Renault,Megane,1.5 Blue DCI Touch,2020,147.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,115 hp,Önden Çekiş,"4,2 lt",49 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,885.000
85,23797299,Renault,Clio,1.5 dCi Joy,2015,103.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,596.000
86,23797028,Renault,Megane,1.6 Touch Plus,2014,118.800 km,Otomatik,Benzin,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"6,4 lt",60 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,660.000
87,,,,,,,,,,,,,,,,,,,
88,23798148,Renault,Clio,1.0 TCe Touch,2022,10.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,999 cc,100 hp,Önden Çekiş,5 lt,42 lt,Belirtilmemiş,Takasa Uygun,Galeriden,885.000
89,23266229,Renault,Symbol,1.5 dCi Touch,2016,67.000 km,Düz,Dizel,Sedan,Siyah,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",649.000
90,23797958,Renault,Megane,1.6 Joy,2018,68.500 km,Düz,Benzin,Sedan,Beyaz,1598 cc,115 hp,Önden Çekiş,"6,3 lt",49 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,755.000
91,23797749,Renault,Symbol,1.5 dCi Joy,2017,165.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Sahibinden,Açıklama,525.000
92,23796782,Renault,Symbol,1.5 dCi Authentique,2011,242.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1461 cc,65 hp,Önden Çekiş,"4,5 lt",50 lt,"
6 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",415.000
93,22600922,Renault,Symbol,1.2 Expression Plus,2012,174.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1149 cc,75 hp,Önden Çekiş,"5,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,465.000
94,23444930,Renault,Clio,1.2 Joy,2014,270.000 km,Düz,Benzin,Hatchback/5,Beyaz,1149 cc,75 hp,Önden Çekiş,"5,5 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,570.000
95,23797290,Renault,Fluence,1.5 dCi Extreme,2012,212.000 km,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,-,Sahibinden,615.000
96,23445566,Renault,Fluence,1.6 Extreme,2011,214.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598 cc,110 hp,Önden Çekiş,"6,5 lt",60 lt,"
1 değişen, 2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",620.000
97,23797262,Renault,Fluence,1.5 dCi Privilege,2012,198.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,"
5 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",600.000
98,23797177,Renault,Talisman,1.6 dCi,2016,125.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,160 hp,Önden Çekiş,"4,4 lt",52 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,700.000
99,23445219,Renault,Megane,1.5 dCi Touch,2017,126.000 km,Otomatik,Dizel,Sedan,Füme,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,Yakıt,Açıklama,,920.000
100,23796355,Renault,Fluence,1.5 dCi Touch,2015,190.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Sahibinden,Açıklama,655.000
