,Ürün Kodu,Marka,Seri,Model,Araç Yılı,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş Tipi,Ortalama Yakıt Tüketimi,Depo Hacmi,Boya/Değişen Bilgisi,Takas Bilgisi,Satıcı,Fiyat
199,23756644,Skoda,Octavia,1.6 TDI Elegance,2013,185.000 km,Yarı Otomatik,Dizel,Station wagon,Siyah,1598 cc,105 hp,Önden Çekiş,"3,9 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",890.000
200,23765845,Skoda,Octavia,1.0 e-Tec Elite,2021,36.000 km,Yarı Otomatik,Hibrit,Hatchback/5,Mavi,999 cc,110 hp,Önden Çekiş,"4,3 lt",48 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,1.190.000
201,23763920,Skoda,Rapid,1.4 TSI Style,2016,120.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,Belirtilmemiş,Sahibinden,Açıklama,Kredi,"

Açıklama
Aracın İlk sahibiyim, sol ön ve arka kapıda lokal boya mevcuttur. Km orjinal olup tüm bakımları yapılmıştır. Sağ arka çamurlukta resimde görünen sürtmeye bağlı olan boyatılacak kısım mevcut fiyatta ciddi alıcıyla anlaşılır. Şimdiden hayırlı alana hayırlı olsun.


Boya, Değişen ve Tramer



Created by Arabam IT























































Ön Tampon














Sağ Arka Çamurluk


Motor Kaputu


Arka Kaput


Tavan





Arka Tampon











Orijinal



Boyalı



Lokal Boyalı



Değişmiş



Belirtilmemiş








                                Orjinal
                            

-





                                Lokal boyalı
                            

Sol Arka Kapı
Sol Ön Kapı





                                Boyalı
                            

-





                                Değişmiş
                            

-





                                Belirtilmemiş
                            

Sağ Arka Çamurluk
Arka Kaput
Sol Arka Çamurluk
Sağ Arka Kapı
Sağ Ön Kapı
Tavan
Sağ Ön Çamurluk
Motor Kaputu
Sol Ön Çamurluk
Ön Tampon
Arka Tampon






                                            Tramer tutarı yok
                                        






Araç bilgileri


Genel Bakış


Yıl
2016


Kilometre
120.000 km


Vites Tipi
Otomatik


Yakıt Tipi
Benzin


Kasa Tipi
Hatchback/5


Renk
Beyaz


Araç Türü
Bireysel


Plaka Uyruğu
(TR) Türkiye


Aracın ilk sahibiyim
İlk Sahibi Değilim


Kimden
Sahibinden






Kredi







                Akbank taşıt kredisi ile hayalindeki araca kavuş
            


            Hemen Başvur
        




Ekspertiz

Paketleri incele




Yakıt önerisi






Sahibinden Skoda Rapid 1.4 TSI Style 2016 Model Trabzon 120.000 km Beyaz

","Aracın İlk sahibiyim, sol ön ve arka kapıda lokal boya mevcuttur. Km orjinal olup tüm bakımları yapılmıştır. Sağ arka çamurlukta resimde görünen sürtmeye bağlı olan boyatılacak kısım mevcut fiyatta ciddi alıcıyla anlaşılır. Şimdiden hayırlı alana hayırlı olsun.","Boya, Değişen ve Tramer","
Created by Arabam IT























































Ön Tampon














Sağ Arka Çamurluk


Motor Kaputu


Arka Kaput


Tavan





Arka Tampon







",795.000
202,23423002,Skoda,Rapid,1.6 TDI Ambition,2015,257.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,555.000
203,23763700,Skoda,Octavia,1.6 Classic,2011,207.000 km,Düz,Benzin,Hatchback/5,Beyaz,1595 cc,102 hp,Önden Çekiş,"7,4 lt",55 lt,Belirtilmemiş,Sahibinden,Açıklama,565.000
204,23689806,Skoda,Octavia,1.6 TDI Style,2017,149.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,945.000
205,23686790,Skoda,Octavia,1.6 TDI Elegance CR,2015,240.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,799.000
206,23616899,Skoda,SuperB,1.6 TDI Elegance,2013,170.444 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,6 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,990.000
207,23614942,Skoda,Rapid,1.2 Ambition,2013,165.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1198 cc,75 hp,Önden Çekiş,"6,1 lt",55 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",603.750
208,23339207,Skoda,SuperB,1.6 TDI Prestige,2016,154.000 km,Yarı Otomatik,Dizel,Hatchback/5,Mavi (metalik),1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,1.290.000
209,23764486,Skoda,Octavia,1.0 e-Tec Elite,2021,31.097 km,Yarı Otomatik,Hibrit,Hatchback/5,Siyah,999 cc,110 hp,Önden Çekiş,"4,3 lt",48 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,1.135.000
210,23763787,Skoda,Octavia,1.6 TDI Optimal,2015,220.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",830.000
211,23763385,Skoda,Octavia,1.4 TSI Ambiente,2012,88.000 km,Yarı Otomatik,Benzin,Hatchback/5,Diğer,1390 cc,122 hp,Önden Çekiş,"6,3 lt",55 lt,"
1 değişen, 2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",735.000
212,23763459,Skoda,SuperB,1.6 TDI Prestige,2016,89.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,105 hp,Önden Çekiş,"4,6 lt",60 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.325.000
213,23763276,Skoda,Fabia,1.0 GreenTec Ambition,2016,196.000 km,Düz,Benzin,Hatchback/5,Beyaz,999 cc,75 hp,Önden Çekiş,"4,8 lt",45 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",522.500
214,23763158,Skoda,Scala,1.0 TSI Premium,2020,40.600 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,999 cc,110 hp,Önden Çekiş,"4,8 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",940.000
215,23763154,Skoda,Octavia,1.4 TSI Elegance,2011,98.000 km,Yarı Otomatik,Benzin,Hatchback/5,Gri (Gümüş),1390 cc,122 hp,Önden Çekiş,"6,3 lt",55 lt,"
4 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",765.000
216,23763122,Skoda,SuperB,1.6 TDI Elegance,2018,56.532 km,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1401 - 1600 cm3,101 - 125 HP,-,"
3 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,1.365.000
217,23762655,Skoda,Octavia,1.6 TDI Optimal,2019,160.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,1.050.000
218,23321872,Skoda,Octavia,1.6 TDI Style,2018,71.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kahverengi,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,1.255.000
219,23762734,Skoda,SuperB,1.6 TDI Active,2017,204.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"4,2 lt",66 lt,"
3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.170.000
220,23752462,Skoda,Octavia,1.0 TSI Ambition,2018,82.000 km,Düz,Benzin,Hatchback/5,Beyaz,999 cc,115 hp,Önden Çekiş,"4,8 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",859.000
221,23762196,Skoda,SuperB,1.4 TSI Active,2016,77.000 km,Düz,Benzin,Hatchback/5,Beyaz,1395 cc,125 hp,Önden Çekiş,"5,3 lt",60 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",998.000
222,23417483,Skoda,Scala,1.0 TSI Elite,2020,43.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,115 hp,Önden Çekiş,"5,1 lt",50 lt,Belirtilmemiş,Sahibinden,Açıklama,925.000
223,23762086,Skoda,Fabia,1.4 Scout,2012,63.500 km,Düz,LPG & Benzin,Station wagon,Beyaz,1390 cc,85 hp,Önden Çekiş,"5,9 lt",45 lt,"
1 değişen, 3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",580.000
224,23762211,Skoda,Octavia,1.6 TDI Ambition,2014,128.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"3,8 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",739.000
225,23761786,Skoda,SuperB,1.6 TDI Prestige,2013,270.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,"4,6 lt",60 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",795.000
226,23761561,Skoda,Fabia,1.0 GreenTec Style,2018,36.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,110 hp,Önden Çekiş,"4,6 lt",45 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",905.000
227,23761851,Skoda,Octavia,1.6 TDI Style,2016,163.350 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
6 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",799.900
228,23761095,Skoda,Rapid,1.4 TDI Ambition,2015,250.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1422 cc,90 hp,Önden Çekiş,"3,8 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,750.000
229,23760453,Skoda,Octavia,1.6 TDI Ambition,2013,260.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"3,9 lt",50 lt,"
1 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",670.000
230,23733054,Skoda,SuperB,1.6 TDI Prestige,2020,63.000 km,Yarı Otomatik,Dizel,Station wagon,Gri (Gümüş),1598 cc,120 hp,Önden Çekiş,"3,9 lt",66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.589.000
231,23758865,Skoda,Octavia,1.6 TDI Optimal,2016,204.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
4 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",745.000
232,23759263,Skoda,Octavia,1.6 TDI Elegance,2012,205.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,7 lt",55 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",650.000
233,23759171,Skoda,Octavia,1.6 TDI Elegance CR,2012,213.000 km,Otomatik,Dizel,Sedan,Beyaz,"
2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,Yakıt,Açıklama,"Boya, Değişen ve Tramer","
Created by Arabam IT























































Ön Tampon














Sağ Arka Çamurluk


Motor Kaputu


Arka Kaput


Tavan





Arka Tampon







",710.000
234,23682254,Skoda,Octavia,1.6 TDI Style,2019,120.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.052.900
235,23609270,Skoda,Octavia,1.6 TDI Optimal,2016,182.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,849.500
236,23244741,Skoda,SuperB,1.4 TSI Style,2017,94.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1395 cc,150 hp,Önden Çekiş,"5,1 lt",66 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,1.300.000
237,23682540,Skoda,SuperB,1.5 TSI Premium,2022,16.000 km,Otomatik,Benzin,Sedan,Gri,1401 - 1600 cm3,126 - 150 HP,-,"
2 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,1.250.000
238,23609331,Skoda,Octavia,1.5 e-Tec Premium,2022,7.083 km,Yarı Otomatik,Benzin,Hatchback/5,Gri,1498 cc,150 hp,Önden Çekiş,"4,7 lt",48 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.430.000
239,23608431,Skoda,Octavia,1.6 TDI Optimal,2018,125.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,945.750
240,22900979,Skoda,SuperB,1.6 TDI Style,2018,113.000 km,Yarı Otomatik,Dizel,Beyaz,Hatchback/5,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,"
1 değişen, 3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.290.000
241,22715008,Skoda,Octavia,1.6 TDI Style CR,2018,134.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,151 - 175 HP,Önden Çekiş,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,835.000
242,23760103,Skoda,Octavia,1.6 TDI Elegance CR,2012,264.000 km,Yarı Otomatik,Dizel,Hatchback/5,Lacivert,1598 cc,105 hp,Önden Çekiş,"4,7 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,650.000
243,23756651,Skoda,Octavia,1.6 TDI Ambition,2014,287.500 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"3,9 lt",50 lt,"
2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",645.500
244,23757894,Skoda,Octavia,1.6 TDI Optimal,2014,240.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"3,9 lt",50 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",735.000
245,23757950,Skoda,Rapid,1.4 TDI Style,2015,79.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1422 cc,90 hp,Önden Çekiş,"3,8 lt",55 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",795.000
246,23754298,Skoda,Octavia,1.6 TDI Style CR,2016,260.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,850.000
247,23757588,Skoda,Octavia,1.6 TDI Elegance CR,2016,140.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,Yakıt,Açıklama,,Bakımları ve muayenesi yeni yapılmıştır. Alıcısına hayırlı olsun.,870.000
248,23757909,Skoda,Octavia,1.6 TDI Style CR,2017,93.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.065.000
249,23757874,Skoda,Rapid,1.2 TSI Spaceback Ambition,2016,117.000 km,Düz,Benzin,Hatchback/5,Beyaz,1197 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",620.000
250,23757785,Skoda,Octavia,1.6 TDI Style,2018,80.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.140.000
251,23035222,Skoda,Rapid,1.6 TDI Ambition,2013,287.000 km,Düz,Dizel,Sedan,Gri,1598 cc,105 hp,Önden Çekiş,"4,4 lt",55 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",585.000
252,23757622,Skoda,SuperB,1.6 TDI Prestige,2020,31.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"4,2 lt",66 lt,"
3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.695.000
253,23757689,Skoda,SuperB,2.0 TDI Laurin&Klement,2018,295.000 km,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1968 cc,190 hp,4WD (Sürekli),"4,9 lt",66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.690.000
254,21188568,Skoda,Octavia,1.6 TDI Elegance CR,2015,167.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,"3,9 lt",50 lt,"
2 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",935.000
255,23229689,Skoda,Octavia,1.6 TDI Optimal,2017,118.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,"
4 değişen, 5 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",832.500
256,23229628,Skoda,Octavia,1.6 TDI Style CR,2017,178.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
4 değişen, 3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",809.900
257,23229617,Skoda,SuperB,1.5 TSI Premium,2020,89.000 km,Yarı Otomatik,Benzin,Hatchback/5,Gri,1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt,"
2 değişen, 3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.249.500
258,23295077,Skoda,Scala,1.6 TDI Premium,2020,67.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,115 hp,Önden Çekiş,"4,1 lt",50 lt,"
6 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",989.500
259,23295215,Skoda,Scala,1.6 TDI Premium,2020,73.500 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,115 hp,Önden Çekiş,"4,1 lt",50 lt,"
1 değişen, 5 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",949.500
260,23756940,Skoda,Rapid,1.4 TDI Spaceback Style,2015,145.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1422 cc,90 hp,Önden Çekiş,"3,8 lt",55 lt,Belirtilmemiş,Takasa Uygun,Yetkili Bayiden,672.500
261,23755763,Skoda,Rapid,1.6 TDI Elegance,2013,108.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,90 hp,Önden Çekiş,"4,5 lt",55 lt,Belirtilmemiş,Sahibinden,Açıklama,830.000
262,23752879,Skoda,SuperB,1.6 TDI Comfort,2018,114.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,1.400.000
263,23756858,Skoda,SuperB,1.6 TDI Premium,2020,57.000 km,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1598 cc,120 hp,Önden Çekiş,"4,2 lt",66 lt,"
1 değişen, 3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.398.750
264,22690491,Skoda,Rapid,1.2 TSI Spaceback Style,2016,32.500 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1197 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",8.999.900
265,23755239,Skoda,Rapid,1.4 TDI Style,2015,124.500 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1422 cc,90 hp,Önden Çekiş,"3,8 lt",55 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",785.000
266,23756299,Skoda,Rapid,1.6 TDI Spaceback Elegance,2014,99.950 km,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1598 cc,90 hp,Önden Çekiş,"4,6 lt",55 lt,"
4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",700.000
267,23410883,Skoda,Fabia,1.0 TSI Premium,2023,6.001 km,Yarı Otomatik,Benzin,-,Hatchback/5,999 cc,110 hp,Önden Çekiş,"4,6 lt",40 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.070.000
268,23755358,Skoda,SuperB,1.6 TDI Style,2019,57.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,"
4 değişen, 1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",1.100.000
269,23415832,Skoda,Octavia,1.4 TSI Elegance,2011,163.000 km,Yarı Otomatik,LPG & Benzin,Hatchback/5,Füme,1390 cc,122 hp,Önden Çekiş,"6,3 lt",55 lt,"
4 değişen, 7 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",625.000
270,23755695,Skoda,SuperB,1.6 TDI Prestige,2015,225.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,"4,6 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.100.000
271,19623710,Skoda,Octavia,1.4 TSI Ambiente,2012,121.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1390 cc,122 hp,Önden Çekiş,"6,3 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,739.750
272,23753758,Skoda,Fabia,1.0 TSI Premium,2022,28.888 km,Yarı Otomatik,Benzin,Hatchback/5,Mavi,999 cc,110 hp,Önden Çekiş,"4,6 lt",40 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,1.000.000
273,23753084,Skoda,Octavia,1.6 TDI Optimal,2017,159.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,Belirtilmemiş,Sahibinden,Açıklama,840.000
274,23755290,Skoda,Octavia,1.6 TDI Style CR,2016,147.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",870.000
275,23678212,Skoda,Octavia,1.6 TDI Optimal,2015,181.000 km,Yarı Otomatik,Dizel,Hatchback/5,Lacivert,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
2 değişen, 8 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",830.000
276,23605109,Skoda,Octavia,1.6 TDI Style CR,2016,151.000 km,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",835.000
277,23679371,Skoda,Octavia,1.6 TDI Optimal,2019,76.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.050.000
278,23678576,Skoda,SuperB,1.6 TDI Prestige,2015,280.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,6 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,985.000
279,23604545,Skoda,Octavia,1.6 TDI Optimal,2019,120.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",960.000
280,23604149,Skoda,Fabia,1.0 GreenTec Style,2018,88.000 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,999 cc,110 hp,Önden Çekiş,"4,6 lt",45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",779.900
281,23603858,Skoda,Octavia,1.0 TSI Style,2017,130.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,115 hp,Önden Çekiş,"4,8 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,1.075.000
282,23678388,Skoda,SuperB,1.6 TDI Prestige,2017,149.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,"4,6 lt",60 lt,"
4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.315.000
283,23678882,Skoda,SuperB,1.6 TDI Prestige,2016,155.830 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.090.000
284,23186919,Skoda,Octavia,1.6 TDI Optimal,2019,121.000 km,Yarı Otomatik,Dizel,Hatchback/5,Mavi (metalik),1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.140.000
285,23678191,Skoda,SuperB,1.6 TDI Style,2017,114.482 km,Yarı Otomatik,Dizel,Hatchback/5,Mavi,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.017.750
